id,momeducat,age_06,info_06,comp_06,simi_06,voca_06,picc_06,pica_06,bloc_06,obje_06,age_11,info_11,comp_11,simi_11,voca_11,picc_11,pica_11,bloc_11,obje_11
126,2,5.583333333,30.1754386,34.64912281,25.50125313,30.67982456,18.50877193,35.48784241,20.51036683,31.47574819,10.33333333,72.28070175,64.72431078,74.37343358,68.8377193,60.61403509,61.34195137,70.27113238,56.24355005
127,1,6.25,17.96296296,27.18253968,20.23809524,18.75,32.5,15.00974659,5.555555556,26.96078431,10.75,58.7037037,54.96031746,44.04761905,43.75,82.5,65.6920078,76.26262626,75.98039216
128,0,6.583333333,21.28654971,18.35839599,10.33834587,16.44736842,19.47368421,1.415820252,-1.722488038,17.750258,11.33333333,38.83040936,44.67418546,44.17293233,36.18421053,66.84210526,49.43059403,44.21052632,67.28586171
129,1,5.583333333,22.48756219,19.98933902,15.88486141,18.11567164,17.23880597,9.897879026,2.442333786,12.77436348,11.16666667,52.33830846,45.57569296,35.07462687,40.50373134,44.10447761,44.46190102,31.75033921,60.18437226
130,0,5.5,21.42857143,16.58163265,15.81632653,19.64285714,21.60714286,5.889724311,5.194805195,15.54621849,10.16666667,35.71428571,39.54081633,31.12244898,41.07142857,37.67857143,47.24310777,20.77922078,53.36134454
131,2,5.583333333,23.21637427,30.45112782,27.81954887,21.27192983,40.43859649,20.62172976,6.570972887,30.08255934,10.33333333,61.8128655,53.0075188,61.65413534,51.53508772,45.70175439,57.55617113,19.96810207,73.42621259
132,1,6.5,27.85714286,15.17857143,6.505102041,19.55357143,34.46428571,-1.253132832,0.714285714,4.201680672,11.16666667,49.28571429,41.96428571,48.59693878,49.01785714,39.82142857,81.45363409,29.93506494,79.83193277
133,2,6.083333333,32.74853801,20.80200501,24.62406015,25.78947368,39.9122807,16.55894121,17.67145136,31.52734778,10.83333333,67.83625731,58.39598998,47.18045113,53.42105263,45.1754386,75.6540474,48.29346093,81.0629515
134,2,5.583333333,22.08333333,30.16581633,32.78061225,27.92410714,27.23214286,15.06892231,12.98701299,26.68067227,10.25,47.08333333,49.29846939,40.43367347,48.01339286,54.01785714,69.5802005,59.74025974,64.49579832
135,1,6.666666667,15.78947368,26.56641604,8.270676692,17.54385965,26.49122807,-1.846722068,4.529505582,32.86893705,11.41666667,47.36842105,41.60401003,53.38345865,35.96491228,52.80701754,64.63527239,52.37639553,73.11661507
136,1,6.416666667,19.10714286,23.40561225,13.01020408,26.27232143,29.10714286,-0.563909774,8.928571429,7.825630252,11.08333333,29.82142857,42.53826531,28.31632653,41.00446429,39.82142857,48.30827068,10.87662338,55.09453782
137,1,6.75,19.71264368,13.97783251,16.4408867,19.78448276,32.67241379,1.028433152,-2.570532915,27.78904665,11.58333333,43.85057471,39.83990148,49.69211823,37.88793103,48.18965517,40.95583787,38.80877743,58.21501014
138,0,6.583333333,20.41666667,9.375,8.035714286,17.1875,1.875,3.50877193,0.227272727,2.941176471,11.25,45.41666667,51.46683674,30.99489796,41.29464286,71.51785714,33.5839599,45.03246753,53.36134454
139,1,5.833333333,17.5,21.93877551,18.87755102,20.89285714,40.17857143,8.521303258,9.935064935,48.00420168,10.5,42.5,37.24489796,49.48979592,47.67857143,45.53571429,53.63408521,35.25974026,76.36554622
140,1,6.416666667,17.4137931,41.93349754,14.16256158,24.20258621,41.98275862,14.21657592,11.44200627,63.18458418,11.25,48.44827586,53.01724138,58.49753695,48.77155172,78.18965517,54.14398064,92.31974922,81.44016227
141,1,6.583333333,17.5,22.76785714,3.125,13.90625,21.25,0.657894737,10.90909091,20.58823529,11.25,38.92857143,41.9005102,37.56377551,33.99553571,53.39285714,55.16917293,26.49350649,71.00840336
142,0,6,20,10.71428571,10.71428571,13.75,25,5.263157895,3.636363636,14.70588235,10.66666667,41.42857143,26.02040816,33.67346939,29.82142857,41.07142857,39.09774436,19.22077922,74.57983193
143,2,6.083333333,19.22619048,6.31377551,6.951530612,24.55357143,44.82142857,9.461152882,10.45454546,46.48109244,10.75,65.65476191,56.05867347,18.43112245,51.33928571,55.53571429,73.37092732,37.72727273,81.14495798
144,1,5.75,17.73809524,15.24234694,11.67091837,14.62053571,16.33928571,8.897243108,4.512987013,2.836134454,10.41666667,39.16666667,34.375,30.80357143,32.03125,43.125,46.49122807,22.04545455,59.55882353
145,0,6.416666667,7.368421053,4.323308271,8.834586466,13.68421053,17.36842105,3.324099723,4.178628389,29.51496388,11.16666667,38.94736842,38.15789474,31.39097744,29.47368421,48.94736842,47.64542936,19.48963317,63.57069143
146,2,6,20,25,10.71428571,25,35,14.03508772,10.90909091,35.29411765,10.83333333,54.48275862,47.16748769,51.3546798,52.15517241,35,52.14761041,71.09717868,68.76267749
147,2,6.166666667,25.49707602,42.35588972,31.64160401,27.82894737,44.12280702,5.478608803,7.304625199,18.42105263,10.91666667,60.58479532,57.39348371,46.679198,55.46052632,70.43859649,51.64666051,60.89314195,83.43653251
148,1,6.166666667,19.53216374,20.80200501,6.140350877,24.56140351,35,5.724838412,4.497607656,22.1878225,10.91666667,33.56725146,39.59899749,36.21553885,37.71929825,35,44.50600185,33.20574163,62.43550052
149,0,5.916666667,16.9005848,7.205513785,3.759398496,12.65350877,35,7.510003078,0.19138756,9.391124871,10.66666667,30.93567252,10.96491228,15.03759399,21.86403509,35,37.05755617,11.67464115,43.44685243
150,0,6.083333333,26.30952381,21.04591837,13.96683674,14.57589286,49.64285714,6.359649123,5.097402597,10.71428571,10.75,47.73809524,44.00510204,33.0994898,40.02232143,71.07142857,45.83333333,26.52597403,73.7394958
151,2,6.25,18.57142857,19.70663265,16.13520408,22.54464286,28.92857143,8.176691729,33.18181818,58.19327731,10.91666667,47.14285714,54.14540816,50.57397959,46.65178571,50.35714286,55.16917293,60.45454546,70.79831933
152,2,5.916666667,30.46783626,25.62656642,18.29573935,24.18859649,30.70175439,7.756232687,11.738437,64.80908153,10.66666667,58.5380117,63.22055138,44.61152882,50.50438597,72.80701754,52.07756233,61.49920255,71.00103199
153,1,5.916666667,17.18390805,22.04433498,28.63300493,23.01724138,40.51724138,11.55474894,2.601880878,38.84381339,10.75,48.21839081,58.99014778,32.32758621,54.05172414,71.55172414,73.26073805,49.62382445,75.35496957
154,2,6.25,31.75438597,30.63909774,15.41353384,28.55263158,49.73684211,22.71468144,5.263157895,42.26006192,11,63.33333333,60.71428571,64.28571429,57.5,55,59.64912281,45.45454546,79.41176471
155,1,5.666666667,15.23809524,15.81632653,18.87755102,21.60714286,17.5,8.145363409,3.246753247,12.18487395,10.33333333,43.80952381,38.7755102,34.18367347,45.71428571,55,51.37844612,24.67532468,62.60504202
156,0,5.666666667,18.80952381,15.30612245,15.81632653,15.89285714,36.42857143,9.649122807,9.220779221,15.12605042,10.33333333,50.95238095,30.6122449,38.7755102,29.28571429,57.85714286,49.12280702,38.44155844,65.54621849
157,1,5.833333333,10.47619048,14.41326531,4.209183674,12.85714286,6.25,2.944862155,0.324675325,3.256302521,10.5,24.76190476,18.23979592,23.34183674,23.57142857,43.75,38.65914787,10.06493507,12.71008403
158,0,6,16.66666667,25,14.28571429,17.5,25,7.01754386,3.636363636,32.35294118,10.66666667,38.0952381,17.34693878,33.41836735,32.23214286,62.5,50.25062657,60.12987013,67.01680672
159,0,5.583333333,12.08333333,21.74744898,4.528061225,17.61160714,1.339285714,0.626566416,0.649350649,1.050420168,10.25,37.08333333,25.57397959,16.00765306,18.95089286,17.41071429,8.145363409,8.441558442,13.65546219
160,2,6.583333333,11.34502924,18.35839599,11.65413534,18.02631579,28.15789474,2.523853493,3.955342903,34.62332301,11.33333333,56.95906433,44.67418546,34.21052632,45.65789474,43.94736842,56.07879348,47.97448166,65.58307534
161,1,6.083333333,16.25730994,13.59649123,17.35588972,14.67105263,29.64912281,9.756848261,2.647527911,25.7997936,10.83333333,40.81871345,54.94987469,47.43107769,34.40789474,50.70175439,55.92489997,61.97767145,66.04747162
162,1,5.916666667,3.869047619,11.16071429,3.890306122,9.196428571,10.44642857,7.80075188,7.922077922,12.65756303,10.58333333,36.01190476,37.94642857,23.02295918,35.98214286,37.23214286,54.79323308,46.88311688,66.2289916
163,1,5.916666667,17.25146199,22.11779449,11.27819549,24.45175439,25.70175439,14.58910434,9.601275917,12.59029928,10.66666667,52.33918129,63.47117795,45.11278196,66.55701754,67.80701754,47.83010157,40.22328549,62.12590299
164,1,5.75,21.42857143,25.76530612,19.3877551,24.55357143,41.33928571,13.90977444,6.071428571,37.34243698,10.41666667,50,41.07142857,50,40.625,68.125,81.57894737,54.77272727,78.30882353
165,0,6.25,15.57575758,8.961038961,16.88311688,17.59090909,29.18181818,-0.063795853,3.239669422,27.48663102,10.83333333,37.39393939,44.02597403,36.36363636,40.77272727,45.54545455,36.29984051,11.17355372,65.98930481
166,0,6.416666667,15.78947368,20.48872181,20.80200501,15.04385965,28.24561404,-1.785164666,1.403508772,14.03508772,11.16666667,26.31578947,31.76691729,28.32080201,29.51754386,49.29824561,40.68944291,28.19776715,57.37874097
167,1,6,16.66666667,21.42857143,17.85714286,17.5,50,7.01754386,7.272727273,23.52941177,10.66666667,34.52380952,55.86734694,36.98979592,44.28571429,44.64285714,54.01002506,11.16883117,58.19327731
168,0,5.583333333,21.75438597,16.47869674,15.53884712,18.70614035,17.63157895,14.68144044,3.668261563,19.60784314,10.33333333,42.80701754,42.79448622,30.5764411,33.17982456,49.21052632,64.54293629,47.68740032,78.43137255
169,0,6,23.33333333,17.85714286,10.71428571,26.25,35,7.01754386,3.636363636,11.76470588,10.83333333,40.57471264,32.63546798,47.66009852,44.35344828,40.17241379,50.57471264,20.56426332,60.44624747
170,1,6.083333333,22.86549708,46.49122807,21.05263158,22.21491228,44.9122807,23.91505079,7.049441786,19.7626419,10.83333333,50.93567252,42.73182957,43.60902256,39.32017544,50.1754386,62.69621422,20.44657097,69.29824561
171,1,6.416666667,20.05952381,38.64795918,25.70153061,23.45982143,18.21428571,27.94486216,6.298701299,44.64285714,11.08333333,59.3452381,46.30102041,60.14030612,56.94196429,39.64285714,50.50125313,17.98701299,38.34033613
172,1,5.666666667,15.47619048,16.07142857,5.867346939,22.32142857,14.28571429,9.398496241,4.025974026,32.35294118,10.33333333,47.61904762,42.85714286,40.30612245,38.39285714,78.57142857,45.11278196,64.41558442,76.47058824
173,2,5.75,24.54022989,37.00738916,24.81527094,23.85775862,36.81034483,23.59346643,13.1661442,37.27180527,10.58333333,48.67816092,62.86945813,21.12068966,51.01293103,73.01724138,74.41016334,58.30721003,76.82555781
174,2,5.833333333,27.24137931,32.38916256,15.64039409,21.59482759,45.17241379,12.22020569,6.018808777,30.32454361,10.66666667,44.48275862,39.77832512,56.28078818,31.93965517,50.34482759,63.0369026,22.94670846,57.70791075
175,1,5.666666667,32.33918129,37.21804511,27.50626566,35.24122807,32.45614035,26.28501077,14.73684211,57.53353973,10.41666667,67.42690059,59.77443609,65.10025063,57.60964912,69.29824561,52.13911973,72.15311005,82.30134159
176,0,6.5,21.92982456,20.67669173,16.35338346,15.39473684,13.94736842,-4.44E-16,3.062200957,10.99071207,11.25,35.96491228,28.19548872,31.39097744,36.44736842,24.47368421,35.0877193,8.803827751,48.14241486
177,0,5.666666667,11.87134503,5.576441103,4.824561404,17.85087719,31.40350877,5.232379194,4.146730463,19.09184727,10.41666667,39.94152047,35.65162907,23.62155389,23.11403509,52.45614035,31.08648815,11.80223286,40.76367389
178,2,5.583333333,19.94047619,19.13265306,16.83673469,15.84821429,24.46428571,12.81328321,8.246753247,12.23739496,10.25,59.22619048,34.43877551,47.44897959,56.02678571,78.03571429,82.36215539,19.93506494,53.20378151
179,2,5.75,18.21839081,4.679802956,12.19211823,19.84913793,31.29310345,5.414398064,7.460815047,22.87018256,10.58333333,49.25287356,26.84729064,41.74876847,41.83189655,57.15517241,43.52692075,11.22257053,68.50912779
180,1,6.083333333,15.89285714,27.61479592,24.29846939,21.83035714,29.46428571,6.046365915,10.03246753,31.67016807,10.75,62.32142857,85.0127551,66.39030612,62.00892857,61.60714286,64.31704261,62.62987013,72.63655462
181,2,5.75,28.42105263,33.45864662,16.35338346,34.73684211,36.05263158,11.91135734,7.942583732,35.91331269,10.5,63.50877193,59.77443609,57.70676692,54.47368421,57.10526316,39.61218837,21.33971292,48.29721362
182,2,5.75,28.59649123,33.64661654,22.93233083,31.64473684,31.31578947,8.217913204,7.464114833,39.78328173,10.5,67.19298246,63.72180451,53.0075188,64.53947368,57.63157895,67.31301939,11.29186603,70.74303406
183,1,6.166666667,15.95238095,9.43877551,9.948979592,23.125,18.21428571,5.388471178,3.116883117,15.96638656,10.83333333,37.38095238,47.70408163,32.90816327,41.875,71.78571429,54.26065163,18.7012987,66.38655462
184,2,6.5,10.45977012,20.93596059,15.14778325,19.13793103,51.37931035,5.081669692,42.19435737,71.09533469,11.33333333,72.52873563,61.57635468,77.95566503,52.75862069,87.5862069,59.52813067,92.97805643,95.43610548
185,0,6.25,15.77380952,9.183673469,24.61734694,15.24553571,22.85714286,1.441102757,3.246753247,24.26470588,10.91666667,33.63095238,39.79591837,32.27040816,35.33482143,65.71428571,42.79448622,11.03896104,68.38235294
186,2,5.833333333,24.94252874,15.88669951,25.86206897,21.03448276,25.86206897,10.16333938,6.269592477,22.81947262,10.66666667,73.21839081,63.91625616,51.72413793,52.06896552,51.72413793,51.90562613,85.26645768,89.75659229
187,2,5.666666667,31.83908046,27.46305419,10.34482759,27.88793103,28.79310345,12.88566243,10.28213166,40.87221095,10.5,59.42528736,64.408867,58.37438424,52.45689655,85.68965517,74.59165154,55.42319749,80.42596349
188,1,6.333333333,14.56140351,13.03258145,12.53132832,12.08333333,28.59649123,-0.80024623,5.071770335,8.66873065,11.08333333,46.14035088,31.82957394,38.84711779,37.08333333,49.64912281,63.83502616,10.81339713,55.10835913
189,2,6.25,24.70238095,38.71173469,23.27806122,31.29464286,43.66071429,12.3433584,14.87012987,66.54411765,10.91666667,63.98809524,50.19132653,57.71683674,55.40178571,70.44642857,46.17794486,81.1038961,88.60294118
190,1,6.25,22.24242424,19.09090909,23.05194805,18.09090909,28.36363636,16.01275917,8.991735537,15.40106952,10.83333333,44.06060606,65.84415584,62.01298701,56.27272727,61.09090909,46.63476874,10.97520661,60.32085562
191,2,5.833333333,24.50292398,19.61152882,11.09022556,11.71052632,30.70175439,15.88180979,9.920255183,27.39938081,10.58333333,59.59064328,72.24310777,22.36842105,63.02631579,51.75438597,71.28347184,34.80063796,55.2631579
192,1,5.916666667,26.90476191,32.39795918,25.12755102,22.85714286,20.08928571,2.224310777,1.980519481,6.302521008,10.58333333,41.19047619,47.70408163,32.78061225,44.28571429,25.44642857,30.4197995,11.72077922,31.51260504
193,0,5.916666667,23.57142857,21.68367347,14.79591837,15.46875,30.35714286,7.769423559,3.863636364,26.68067227,10.58333333,37.85714286,36.98979592,45.40816327,43.59375,51.78571429,52.88220551,17.5,39.28571429
194,1,5.5,23.57142857,20.15306122,14.66836735,21.29464286,28.21428571,10.0877193,10.38961039,11.02941177,10.16666667,59.28571429,43.1122449,18.49489796,46.74107143,60.35714286,75.87719298,41.55844156,33.08823529
195,0,5.75,14.56140351,2.255639098,5.45112782,9.473684211,11.84210526,2.123730379,0.4784689,9.442724458,10.5,39.12280702,47.36842105,43.04511278,48.94736842,48.68421053,44.59833795,10.04784689,21.82662539
196,0,5.75,24.76190476,22.38520408,18.43112245,18.70535714,32.14285714,12.40601504,6.915584416,20.48319328,10.41666667,53.33333333,41.51785714,29.91071429,42.8125,75,50,36.13636364,77.20588235
197,0,6.25,19.13793103,20.32019704,17.48768473,16.72413793,34.22413793,4.567453116,2.978056426,10.90263692,11.08333333,36.37931035,42.48768473,24.87684729,32.24137931,49.74137931,53.569268,16.14420063,86.96754564
198,1,5.916666667,20.64327485,28.94736842,14.72431078,20.50438597,35.70175439,11.38811942,11.45135566,24.14860681,10.66666667,59.23976608,51.5037594,41.04010025,50.76754386,77.80701754,63.09633734,43.98724083,61.3003096
199,2,6.333333333,27.66081871,37.53132832,30.13784461,25.57017544,43.24561404,7.448445676,9.66507177,16.66666667,11.08333333,62.74853801,63.84711779,60.21303258,54.51754386,69.56140351,53.61649738,55.59808612,75.49019608
200,2,6.666666667,19.04761905,3.571428571,34.69387755,20.71428571,39.28571429,-4.01E-15,20,33.61344538,11.33333333,51.19047619,30.35714286,42.34693878,43.48214286,82.14285714,78.94736842,88.18181818,90.33613445
201,1,6.416666667,17.61904762,30.54846939,11.41581633,19.82142857,40,7.236842105,0.551948052,10.50420168,11.08333333,46.19047619,49.68112245,45.85459184,51.96428571,40,46.71052632,37.56493507,60.92436975
202,0,6.25,15.57575758,9.545454546,8.961038961,24.45454546,13.63636364,1.690590112,5.157024793,18.18181818,10.83333333,37.39393939,32.92207792,44.02597403,35.36363636,40.90909091,38.05422648,11.10743802,66.31016043
203,1,6.333333333,21.15151515,35.71428571,10.90909091,21.56818182,40,6.953748006,4.231404959,14.43850267,10.91666667,53.87878788,35.71428571,61.55844156,54.29545455,40,60.54226475,49.85123967,62.56684492
204,2,6,20,35.71428571,21.42857143,20,35,24.56140351,9.090909091,35.29411765,10.58333333,45.45454546,59.09090909,75.97402597,48.63636364,45.90909091,76.23604466,64.62809917,70.58823529
