id,momeducat,age_06,info_06,comp_06,simi_06,voca_06,picc_06,pica_06,bloc_06,obje_06,age_11,info_11,comp_11,simi_11,voca_11,picc_11,pica_11,bloc_11,obje_11
38,2,5.916666667,14.02298851,18.10344828,11.33004926,20.45258621,30.34482759,14.8215366,12.19435737,38.89452333,10.75,55.40229885,32.8817734,48.27586207,47.60775862,51.03448276,62.00846945,89.31034483,78.44827586
39,0,6.666666667,21.42857143,4.591836735,4.081632653,10,24.28571429,1.754385965,-4.415584416,40.33613445,11.33333333,35.71428571,23.7244898,27.04081633,38.125,67.14285714,41.22807018,83.24675325,68.69747899
40,0,5.583333333,31.19047619,20.40816327,14.54081633,23.81696429,32.67857143,8.364661654,6.720779221,47.26890756,10.25,45.47619048,51.02040816,60.45918367,54.62053571,64.82142857,66.63533835,43.73376623,85.08403361
41,0,5.666666667,8.571428571,5.612244898,5.612244898,13.57142857,8.571428571,6.390977444,2.987012987,29.20168067,10.33333333,37.14285714,36.2244898,36.2244898,29.64285714,62.14285714,49.62406015,20.51948052,70.16806723
42,1,6.25,15.43859649,12.78195489,12.96992481,25,34.73684211,3.50877193,2.870813397,51.23839009,11,40,42.85714286,39.28571429,50,40,73.68421053,18.18181818,85.29411765
43,1,6.416666667,17.95321637,6.954887218,22.49373434,24.27631579,37.80701754,6.525084641,-5.582137161,29.25696594,11.16666667,42.51461988,52.06766917,52.56892231,47.96052632,64.12280702,54.53985842,61.40350877,66.40866873
44,0,5.916666667,23.80952381,32.39795918,14.54081633,25.35714286,45.17857143,7.675438597,8.051948052,30.09453782,10.58333333,52.38095238,47.70408163,29.84693878,46.78571429,55.89285714,47.14912281,54.80519481,71.06092437
45,0,5.583333333,18.45238095,10.96938776,6.441326531,10.17857143,8.125,6.798245614,0.487012987,4.779411765,10.25,39.88095238,56.8877551,40.88010204,42.32142857,45.625,46.27192983,6.331168831,26.83823529
46,1,5.833333333,28.0952381,26.14795918,26.2755102,33.66071429,40.53571429,29.32330827,10.64935065,42.33193277,10.5,70.95238095,60.58673469,64.54081633,68.48214286,56.60714286,66.91729323,57.4025974,76.99579832
47,1,6.083333333,16.09195402,10.34482759,6.280788177,18.38362069,34.56896552,6.442831216,10.78369906,22.76876268,10.91666667,50.57471264,32.51231527,58.00492611,40.36637931,60.43103448,40.92558984,18.30721003,68.40770791
48,1,6.416666667,33.39285714,38.96683674,31.50510204,29.82142857,31.42857143,33.52130326,15.58441558,22.79411765,11.08333333,72.67857143,42.79336735,39.15816327,61.96428571,74.28571429,52.31829574,46.75324675,66.91176471
49,2,5.666666667,20.70175439,22.68170426,22.43107769,21.49122807,30.70175439,10.58787319,9.186602871,30.2373581,10.41666667,31.22807018,41.47869674,37.46867168,43.85964912,41.22807018,64.14281317,37.89473684,42.62125903
50,0,6.083333333,16.30952381,6.568877551,10.58673469,14.75446429,29.55357143,6.015037594,-0.714285714,40.6512605,10.75,37.73809524,41.00765306,18.23979592,29.48660714,56.33928571,66.16541353,42.14285714,72.16386555
51,1,6.416666667,16.83908046,30.60344828,11.8226601,25.88362069,32.4137931,5.837870538,4.388714734,41.07505071,11.25,54.77011494,49.07635468,41.37931035,45.28017241,63.44827586,62.09921355,60.81504702,77.5862069
52,0,6.333333333,15.47619048,23.7244898,5.612244898,16.16071429,6.785714286,1.503759399,1.558441558,9.663865546,11,33.33333333,42.85714286,28.57142857,36.25,55,31.57894737,32.72727273,41.17647059
53,0,6.083333333,12.5,17.34693878,20.91836735,17.00892857,34.91071429,9.711779449,8.246753247,13.91806723,10.75,62.5,47.95918367,51.53061225,46.47321429,40.26785714,58.5839599,58.8961039,61.18697479
54,0,6.083333333,16.30952381,13.7755102,6.696428571,14.66517857,-0.892857143,2.819548872,3.538961039,2.573529412,10.75,37.73809524,44.3877551,33.48214286,34.75446429,52.67857143,44.17293233,9.383116883,24.63235294
55,1,5.916666667,23.98809524,39.47704082,15.05102041,27.92410714,50.17857143,11.46616541,11.3961039,56.35504202,10.58333333,63.27380952,50.95663265,60.96938776,53.37053571,60.89285714,67.85714286,40.61688312,84.71638656
56,0,6,13.33333333,21.42857143,3.571428571,13.75,10,3.50877193,3.636363636,8.823529412,10.75,27.36842105,25.18796993,14.84962406,25.59210526,41.57894737,29.36288089,18.94736842,39.78328173
57,0,5.833333333,18.27586207,15.02463054,11.57635468,23.36206897,30.68965517,12.34119782,11.22257053,42.29208925,10.66666667,66.55172414,37.19211823,37.43842365,49.22413793,51.37931035,66.7876588,20.62695925,75.76064909
58,1,6.166666667,18.33333333,34.94897959,16.70918367,35.40178571,28.75,8.959899749,6.818181818,12.71008403,10.83333333,68.33333333,57.90816327,51.14795918,60.84821429,66.25,55.95238095,20.45454546,72.58403361
59,0,6.166666667,15.96491228,17.35588972,13.78446115,9.122807018,3.771929825,0.215450908,-0.318979266,-1.754385965,10.91666667,37.01754386,32.39348371,28.82205514,35.43859649,40.61403509,46.38350262,9.250398724,50.87719298
60,2,6.416666667,31.54761905,29.59183674,26.33928571,29.01785714,34.10714286,6.140350877,3.214285714,38.81302521,11.08333333,52.97619048,60.20408163,53.125,55.80357143,44.82142857,58.77192983,51.91558442,67.17436975
61,1,5.583333333,19.94047619,21.04591837,16.51785714,27.12053571,17.67857143,6.328320802,4.285714286,13.02521008,10.25,59.22619048,59.31122449,43.30357143,52.56696429,49.82142857,40.16290727,12.07792208,63.44537815
62,0,6.25,15.77380952,5.612244898,5.994897959,9.776785714,18.39285714,1.065162907,0.551948052,9.716386555,10.91666667,33.63095238,36.2244898,28.95408163,39.24107143,50.53571429,49.93734336,25.87662338,50.68277311
63,2,5.833333333,24.85380117,36.84210526,25.7518797,27.25877193,31.92982456,12.00369344,11.22807018,13.62229102,10.58333333,70.46783626,70.67669173,48.30827068,57.52192983,89.8245614,56.32502308,20.79744817,69.3498452
64,1,6.25,21.72619048,31.76020408,8.992346939,23.32589286,22.58928571,38.84711779,5.616883117,51.52310924,10.91666667,53.86904762,39.41326531,43.43112245,56.80803571,70.80357143,68.92230576,38.73376623,79.88445378
65,0,6.333333333,15.2631579,15.85213033,21.17794486,13.50877193,23.59649123,3.262542321,6.25199362,10.31991744,11.08333333,36.31578947,45.9273183,24.93734336,35.87719298,44.64912281,6.955986457,21.56299841,31.99174407
66,0,6,6.666666667,17.85714286,3.571428571,12.5,10,8.771929825,0,17.64705882,10.66666667,38.80952381,44.64285714,30.35714286,39.28571429,42.14285714,31.3283208,19.48051948,61.76470588
67,0,6.416666667,4.035087719,21.42857143,18.17042607,14.0131579,34.56140351,5.016928286,4.976076555,7.894736842,11.16666667,35.61403509,21.42857143,14.41102757,25.85526316,39.8245614,29.02431517,10.71770335,54.33436533
68,0,6.166666667,12.38095238,13.52040816,9.948979592,16.5625,19.28571429,2.005012531,3.376623377,8.088235294,10.83333333,40.95238095,36.47959184,32.90816327,44.6875,40.71428571,47.11779449,11.16883117,30.14705882
69,2,6.416666667,20.95238095,34.75765306,7.525510204,34.79910714,24.10714286,14.25438597,8.928571429,8.613445378,11.08333333,49.52380952,46.2372449,45.79081633,52.20982143,34.82142857,53.72807018,10.87662338,46.42857143
70,0,5.916666667,10.35087719,18.23308271,7.456140351,11.66666667,25.35087719,8.125577101,7.974481659,12.74509804,10.66666667,31.40350877,40.78947368,26.25313283,36.66666667,46.40350877,74.60757156,50.07974482,71.56862745
71,0,6,23.33333333,21.42857143,10.71428571,15,25,7.01754386,5.454545455,17.64705882,10.66666667,48.33333333,44.3877551,33.67346939,41.78571429,51.78571429,67.1679198,40.51948052,68.06722689
72,0,6.083333333,19.82758621,17.42610837,10.16009852,17.21982759,35,5.868118572,3.510971787,23.22515213,10.91666667,30.17241379,43.28817734,43.41133005,34.03017241,35,74.83363581,11.03448276,41.48073022
73,0,6.083333333,9.597701149,21.0591133,3.263546798,18.62068966,19.65517241,2.903811252,5.235109718,16.8356998,10.91666667,33.73563218,43.22660099,21.7364532,26.37931035,40.34482759,39.20145191,18.40125392,65.51724138
74,0,5.916666667,16.8452381,14.47704082,0.382653061,12.83482143,0.625,3.884711779,0.324675325,6.880252101,10.58333333,27.55952381,25.95663265,23.34183674,32.92410714,38.125,26.44110276,19.80519481,66.75420168
75,1,5.916666667,20.29239766,25,14.66165414,21.53508772,55.1754386,14.34287473,18.69218501,59.02992776,10.66666667,37.83625731,25,37.21804511,38.64035088,65.70175439,32.81009541,49.31419458,71.41382869
76,0,6.5,24.88095238,30.99489796,24.23469388,10.35714286,32.85714286,0.37593985,2.077922078,12.5,11.16666667,42.73809524,42.4744898,31.8877551,31.78571429,54.28571429,49.2481203,17.66233766,34.55882353
77,2,6.25,17.89473684,26.87969925,11.84210526,19.73684211,23.68421053,8.033240997,7.177033493,32.35294118,11,60,60.71428571,60.71428571,50,50,57.89473684,45.45454546,91.17647059
78,1,6.083333333,22.92397661,35.46365915,21.2406015,23.53070175,34.64912281,6.094182826,8.070175439,34.82972136,10.83333333,47.48538012,50.50125313,32.51879699,36.68859649,55.70175439,61.49584488,69.31419458,62.69349845
79,1,6.333333333,25.95238095,27.55102041,9.183673469,17.94642857,13.57142857,3.759398496,2.597402597,8.403361345,11,36.66666667,42.85714286,32.14285714,48.75,35,52.63157895,18.18181818,58.82352941
80,1,6.333333333,30.95238095,34.69387755,37.75510204,25.71428571,28.57142857,14.03508772,32.72727273,60.29411765,11,66.66666667,50,60.71428571,52.5,50,66.66666667,60,82.35294118
81,0,5.833333333,17.38095238,8.290816327,14.41326531,15.40178571,25.71428571,6.766917293,7.337662338,21.8487395,10.5,38.80952381,42.72959184,18.23979592,27.45535714,47.14285714,51.87969925,9.285714286,59.66386555
82,1,6.166666667,26.19883041,28.32080201,20.80200501,20.54824561,54.47368421,3.601108033,2.169059011,16.30546956,10.91666667,40.23391813,35.839599,39.59899749,41.60087719,70.2631579,53.46260388,46.18819777,56.55314758
83,1,5.666666667,18.80952381,23.46938776,11.73469388,22.32142857,39.64285714,12.90726817,0.779220779,30.46218487,10.33333333,50.95238095,54.08163265,27.04081633,57.14285714,34.28571429,48.62155389,12.46753247,90.33613445
84,1,6.416666667,10.99415205,29.94987469,8.521303258,17.36842105,33.68421053,6.525084641,5.263157895,22.6006192,11.16666667,39.06432749,56.26566416,34.83709273,48.94736842,49.47368421,54.53985842,51.19617225,69.04024768
85,0,6.25,22.81609195,12.62315271,9.790640394,13.96551724,2.931034483,7.985480944,3.667711599,24.34077079,11.08333333,33.16091954,45.87438424,28.2635468,34.65517241,44.31034483,58.80217786,39.40438872,66.93711968
86,1,6.083333333,22.87356322,17.17980296,14.10098522,17.26293103,29.22413793,9.98185118,6.363636364,22.71805274,10.91666667,50.45977012,57.82019704,25.18472906,31.48706897,75.77586207,42.64972777,60.90909091,71.39959432
87,2,5.5,24.73684211,22.7443609,23.30827068,23.42105263,32.10526316,11.63434903,5.167464115,19.04024768,10.25,38.77192983,0.187969925,42.10526316,32.63157895,53.15789474,57.80240074,20.4784689,62.38390093
88,0,6.25,15.43859649,12.59398496,28.0075188,16.18421053,-3.421052632,-1.292705448,0.19138756,5.108359133,11,40,46.42857143,39.28571429,42.5,65,59.64912281,69.09090909,79.41176471
89,0,5.75,20.70175439,25.93984962,25.37593985,19.93421053,31.84210526,7.109879963,8.038277512,13.93188855,10.5,34.73684211,44.73684211,32.89473684,43.61842105,68.68421053,79.13204063,23.3492823,57.2755418
90,0,6.166666667,25.51724138,24.13793103,20.44334975,39.65517241,23.44827586,20.20568663,16.80250784,33.67139959,11,60,50,50,50,70,45.61403509,58.18181818,82.35294118
91,1,6.5,11.19047619,20.28061225,21.04591837,15.89285714,6.785714286,-1.127819549,-1.168831169,1.050420168,11.16666667,32.61904762,31.76020408,24.87244898,31.96428571,38.92857143,10.15037594,10.51948052,19.95798319
92,2,6.083333333,22.61904762,31.69642857,21.04591837,26.98660714,39.91071429,32.92606516,29.28571429,28.46638656,10.75,65.47619048,58.48214286,44.00510204,57.79017857,45.26785714,57.36215539,17.5974026,85.18907563
93,1,5.916666667,27.08333333,28.95408163,14.85969388,23.16964286,45.44642857,8.051378446,11.68831169,33.19327731,10.58333333,52.08333333,51.91326531,49.29846939,63.34821429,72.23214286,70.08145363,58.44155844,83.61344538
94,2,6.333333333,11.19047619,1.530612245,17.09183674,11.875,21.07142857,5.012531328,4.935064935,7.56302521,11,43.33333333,32.14285714,28.57142857,40,80,35.0877193,40,70.58823529
95,2,6.416666667,9.885057471,11.51477833,4.987684729,18.98706897,38.70689655,6.594071385,6.990595611,47.21095335,11.25,51.26436782,44.76600985,30.8497537,46.14224138,54.22413793,53.78100424,54.01253919,80.67951319
96,1,5.916666667,20.40935673,21.74185464,14.53634085,19.07894737,20.70175439,14.37365343,5.741626794,18.52425181,10.66666667,44.97076023,40.53884712,29.57393484,38.81578947,62.80701754,34.68759618,22.96650718,71.15583075
97,1,6.5,16.49122807,25.18796993,12.03007519,22.36842105,19.73684211,4.986149585,-1.148325359,31.88854489,11.25,51.57894737,59.02255639,34.58646617,48.68421053,72.36842105,60.38781163,46.69856459,65.94427245
98,1,6.416666667,28.21428571,34.75765306,30.22959184,25.15625,32.32142857,25.56390977,12.98701299,54.04411765,11.08333333,49.64285714,46.2372449,53.18877551,53.28125,64.46428571,55.63909774,75.32467533,76.10294118
99,1,6.083333333,22.67857143,13.52040816,6.441326531,2.767857143,44.55357143,23.55889724,6.688311688,34.82142857,10.75,61.96428571,59.43877551,48.53316327,61.69642857,71.33928571,83.70927318,41.75324675,63.18277311
100,0,6.5,18.21428571,11.2244898,11.60714286,13.57142857,10.71428571,2.819548872,-1.168831169,7.037815126,11.16666667,36.07142857,41.83673469,38.39285714,40.35714286,53.57142857,27.2556391,10.51948052,54.30672269
101,0,6.416666667,22.44047619,13.01020408,4.591836735,16.27232143,34.55357143,7.863408521,4.025974026,9.453781513,11.08333333,33.15476191,28.31632653,35.20408163,31.00446429,39.91071429,39.81829574,42.98701299,72.4789916
102,1,5.583333333,22.97619048,26.91326531,17.4744898,25.42410714,34.91071429,23.24561404,23.21428571,55.04201681,10.25,58.69047619,49.87244898,55.73979592,45.51339286,93.83928571,49.56140351,83.6038961,80.25210084
103,2,5.75,17.70114943,25.73891626,19.15024631,23.92241379,17.84482759,9.739866909,5.423197492,22.4137931,10.58333333,38.3908046,40.51724138,45.01231527,52.37068966,74.74137931,64.18632789,41.15987461,58.92494929
104,1,5.75,14.56140351,25.7518797,15.03759399,14.67105263,16.31578947,4.893813481,2.296650718,19.3498452,10.5,39.12280702,40.78947368,30.07518797,33.09210526,42.63157895,32.59464451,11.86602871,53.40557276
105,1,5.916666667,3.690476191,0.255102041,0.255102041,10.13392857,5.625,5.357142857,1.915584416,3.728991597,10.58333333,25.11904762,15.56122449,15.56122449,18.16964286,43.125,10.9962406,7.75974026,50.99789916
106,0,6.416666667,7.619047619,8.801020408,5.229591837,11.74107143,12.32142857,3.571428571,0.032467533,8.350840336,11.08333333,36.19047619,31.76020408,28.18877551,35.84821429,44.46428571,44.92481203,21.46103896,49.31722689
107,0,6.5,13.80952381,3.698979592,9.183673469,11.20535714,23.39285714,2.318295739,2.077922078,3.781512605,11.16666667,42.38095238,38.1377551,24.48979592,36.65178571,39.46428571,49.31077694,17.66233766,54.20168067
108,0,5.833333333,17.73809524,25.6377551,11.73469388,21.83035714,30.53571429,5.200501253,2.922077922,19.22268908,10.5,49.88095238,44.77040816,42.34693878,39.24107143,46.60714286,55.95238095,36.03896104,66.49159664
109,1,6.333333333,18.3625731,28.57142857,17.10526316,11.99561404,44.64912281,0.554016621,5.231259968,20.63983488,11.08333333,42.92397661,28.57142857,28.38345865,38.31140351,49.9122807,44.87534626,35.85326954,63.98348813
110,1,6.25,19.12280702,24.2481203,9.586466165,21.90789474,33.94736842,2.493074792,8.612440191,25.3869969,11,36.66666667,39.28571429,32.14285714,33.75,55,57.89473684,18.18181818,47.05882353
111,1,5.666666667,15.23809524,31.8877551,16.07142857,19.10714286,22.14285714,6.140350877,9.74025974,14.28571429,10.33333333,43.80952381,28.06122449,42.85714286,43.21428571,54.28571429,45.61403509,19.48051948,52.10084034
112,1,6.333333333,15.49707602,24.49874687,5.388471178,20.46052632,13.59649123,3.324099723,8.963317384,-1.599587203,11.08333333,33.04093567,32.01754386,31.70426065,32.30263158,34.64912281,58.72576177,10.87719298,66.51186791
113,1,5.583333333,25.41666667,27.61479592,20.40816327,28.14732143,18.125,13.34586466,26.72077922,62.55252101,10.25,50.41666667,16.13520408,51.02040816,50.91517857,55.625,47.18045113,63.73376623,72.00630252
114,2,6.25,14.70238095,27.23214286,20.47193878,19.50892857,45,15.57017544,8.474025974,39.12815126,10.91666667,53.98809524,54.01785714,39.60459184,54.33035714,45,55.04385965,57.17532468,80.09453782
115,1,6.416666667,25.61403509,32.89473684,20.61403509,29.42982456,28.24561404,41.85903355,15.62998405,24.76780186,11.16666667,78.24561404,66.72932331,73.24561404,66.27192983,49.29824561,65.86642044,46.25199362,80.49535604
116,1,6.166666667,15.73099415,20.67669173,9.335839599,17.91666667,38.94736842,1.231148046,17.28867624,12.64189887,10.91666667,43.80116959,43.23308271,50.68922306,42.91666667,70.52631579,69.55986457,44.08293461,74.56140351
117,0,6.166666667,15.33333333,31.36363636,9.675324675,16.63636364,29.09090909,5.614035088,5.884297521,9.411764706,10.75,55.33333333,54.74025974,40.84415584,42.54545455,56.36363636,47.71929825,47.53719008,80
118,0,6.25,26.13095238,42.4744898,11.98979592,32.03125,24.19642857,1.253132832,8.993506494,22.26890756,10.91666667,36.8452381,50.12755102,57.90816327,41.40625,40.26785714,46.36591479,10.94155844,47.4789916
119,1,6.333333333,18.33333333,27.04081633,12.5,25.35714286,39.64285714,6.64160401,9.87012987,48.7394958,11,43.33333333,50,39.28571429,57.5,45,64.9122807,25.45454546,67.64705882
120,0,6.333333333,16.32183908,3.448275862,6.034482759,13.01724138,26.20689655,7.501512402,3.385579937,-1.926977688,11.16666667,71.49425287,58.86699507,76.23152709,42.75862069,83.10344828,52.87356322,61.69278997,71.09533469
121,0,6.333333333,15.2631579,12.53132832,24.49874687,23.22368421,7.543859649,0.430901816,-1.275917065,-4.540763674,11.08333333,36.31578947,38.84711779,32.01754386,31.11842105,44.38596491,46.59895352,17.86283892,63.57069143
122,0,6,13.33333333,21.42857143,7.142857143,15,20,7.01754386,7.272727273,17.64705882,10.66666667,38.33333333,48.21428571,37.75510204,39.10714286,73.57142857,46.49122807,26.75324675,71.2184874
123,2,5.583333333,30.68965517,27.15517241,17.05665025,26.72413793,29.31034483,54.29522081,9.247648903,27.83975659,10.41666667,78.96551724,53.01724138,50.30788177,47.4137931,81.03448276,74.25892317,11.12852665,79.56389452
124,1,5.916666667,17.36842105,21.86716792,11.65413534,27.91666667,40.61403509,11.38811942,11.2599681,47.31682147,10.66666667,59.47368421,48.18295739,68.04511278,52.91666667,77.45614035,63.09633734,32.31259968,62.79669763
125,1,6.416666667,18.18181818,19.80519481,1.948051948,32.72727273,25,5.263157895,4.462809917,22.19251337,11,80,39.28571429,64.28571429,60,85,68.42105263,81.81818182,73.52941177
