MOTHER_ED,EERI,MATH_VERB
20,3,0.91283
18,2,0.8631699999999999
18,2,0.99558
18,2,0.8754500000000001
16,2,0.35874
14,2,0.92548
18,1,0.12956
20,3,0.87645
18,3,0.5453600000000001
16,2,0.90491
16,3,0.43372999999999995
20,2,0.94485
18,3,0.6315
18,3,0.61059
19,2,0.85565
17,2,0.90631
14,1,0.66636
12,1,0.14028000000000002
12,1,0.30203
12,1,0.6957899999999999
16,1,0.77561
13,2,0.48453
12,1,0.38571
18,2,0.9560200000000001
12,3,0.2584
12,1,0.29038
12,1,0.06578
12,0,0.06033
14,3,0.4711
16,2,0.45918
16,2,0.49481
16,2,0.39813000000000004
16,2,0.8409
14,2,0.8867100000000001
12,2,0.9812000000000001
11,2,0.3031
15,2,0.51788
17,2,0.66515
14,3,0.9079900000000001
14,2,0.8470799999999999
18,2,0.48652
16,3,0.95526
12,2,0.01863
15,3,0.92791
16,2,0.54396
12,2,0.6634099999999999
12,3,0.31333
12,1,0.6747700000000001
16,3,0.63756
14,2,0.15953
16,2,0.60933
16,2,0.18460000000000001
16,1,0.35703
16,2,0.12961999999999999
12,1,0.32799999999999996
12,3,0.9868600000000001
9,1,0.31559000000000004
12,1,0.053230000000000006
8,1,0.8622
12,2,0.92971
13,3,0.9007599999999999
12,2,0.44193
11,3,0.50305
16,3,0.82402
12,2,0.56285
14,1,0.38165999999999994
12,1,0.65142
9,1,0.66582
16,2,0.5331
16,1,0.28098
14,2,0.59631
16,2,0.50315
9,2,0.27835
14,2,0.8588
8,2,0.5295000000000001
14,3,0.66059
16,2,0.8069700000000001
12,2,0.7735599999999999
13,2,0.49180999999999997
12,3,0.7569
12,2,0.60029
13,3,0.73115
13,3,0.41555
13,2,0.68572
12,2,0.2516
16,2,0.81026
16,3,0.8704500000000001
12,3,0.8796599999999999
10,3,0.54481
12,1,0.40755
16,3,0.87381
12,1,0.48105
13,2,0.79962
13,2,0.98824
14,3,0.81785
14,2,0.5478999999999999
14,1,0.08524
14,3,0.5936
14,1,0.20247
13,2,0.81727
12,2,0.93379
16,3,0.79657
12,2,0.06838
12,2,0.28879
13,1,0.43743000000000004
14,1,0.1574
14,1,0.10913
9,1,0.6830200000000001
11,1,0.9006799999999999
11,1,0.21572
14,3,0.36508
14,2,0.47008000000000005
15,2,0.60152
10,2,0.03755
16,2,0.033769999999999994
16,2,0.10597
11,2,0.5972
11,2,0.21114999999999998
16,3,0.48758
12,2,0.54496
17,2,0.32866999999999996
17,1,0.09507
16,2,0.68378
13,2,0.40304
12,2,0.43416
16,1,0.6761400000000001
12,2,0.95298
12,2,0.68256000000000006
17,2,0.92297
20,2,0.21591000000000002
13,2,0.45568
14,2,0.5142
16,2,0.45901000000000003
16,2,0.46527999999999997
12,1,0.09322
13,2,0.07256
14,2,0.20037
12,2,0.6692400000000001
13,2,0.53425
14,2,0.28166
16,2,0.49174
14,2,0.09555999999999999
20,2,0.95663
14,2,0.08395
16,2,0.44719000000000003
13,2,0.32656999999999997
17,2,0.74328
12,1,0.413
12,2,0.71787
12,1,0.30232
12,1,0.56891
14,2,0.23982
14,1,0.22091999999999998
9,1,0.24824000000000002
12,2,0.7237300000000001
12,2,0.86559
10,3,0.29971
12,1,0.54583
12,2,0.19591
15,2,0.41084000000000004
15,2,0.22010000000000002
14,2,0.08742000000000001
11,2,0.14693
11,2,0.06877
16,1,0.5505
12,1,0.79364
8,2,0.037000000000000005
6,2,0.13362
6,1,0.10669000000000001
6,1,0.16861
5,1,0.3299
13,1,0.0739
6,1,0.53508
11,1,0.12412000000000001
3,1,0.22721
4,1,0.4213
6,2,0.24129
14,2,0.5199199999999999
14,2,0.07007
4,0,0.04658
4,2,0.10674
8,0,0.21685
6,1,0.11349999999999999
12,2,0.44158000000000003
12,1,0.3763
12,3,0.48962000000000006
6,1,0.19114
2,1,0.14727
5,0,0.29864
5,0,0.11736
6,1,0.05976
6,1,0.0041199999999999995
8,1,0.09048
6,2,0.87816
2,1,0.13858
2,1,0.24591000000000002
6,1,0.8012
10,2,0.48033000000000003
12,2,0.40503
12,1,0.39763
8,1,0.50759
10,2,0.6133700000000001
10,2,0.28521
12,2,0.14335
12,2,0.45629
12,2,0.67911
14,1,0.72309
4,1,0.01606
6,1,0.14038
6,1,0.52127
6,1,0.27266999999999997
6,1,0.04003
3,3,0.56012
12,2,0.19418
17,2,0.45352
8,2,0.07612000000000001
8,1,0.42658999999999997
8,1,0.14160999999999999
9,1,0.07661
5,1,0.25409
5,1,0.05045
10,2,0.10728
13,1,0.0028000000000000004
8,1,0.30673
10,1,0.19718
14,3,0.42918
12,2,0.11219
13,2,0.09396
13,1,0.39812
13,1,0.02606
7,2,0.28282
9,1,0.16274999999999998
12,1,0.48727
6,1,0.12628999999999999
10,1,0.23315999999999998
12,2,0.12147999999999999
6,1,0.25852
6,0,0.008409999999999999
12,1,0.13665
5,2,0.07911
14,2,0.46868000000000004
12,1,0.30639
12,2,0.37229999999999996
12,1,0.5193
12,1,0.53114
12,1,0.006840000000000001
6,2,0.13673
11,2,0.10565
11,2,0.21942
12,3,0.06529
9,0,0.34909999999999997
14,2,0.65666
16,1,0.64898
13,1,0.27214
15,2,0.08391
15,1,0.17602
13,3,0.044950000000000004
12,1,0.08070000000000001
12,2,0.07135
11,1,0.3042
12,1,0.1607
10,2,0.20990999999999999
10,1,0.33494999999999997
10,2,0.14826
12,3,0.16169
14,3,0.59311
12,2,0.31626
15,3,0.20729
11,3,0.20693
12,2,0.45856
12,2,0.42752
12,1,0.19343
17,1,0.29342
10,2,0.48502
8,1,0.27821999999999997
2,1,0.16979
15,1,0.24322
14,2,0.23361
12,2,0.0771
6,1,0.14416
2,1,0.09356999999999999
3,1,0.08567
6,1,0.34612000000000004
12,0,0.45543
16,3,0.44208
9,1,0.47113999999999995
14,2,0.37098
14,2,0.30288
18,2,0.9922
14,1,0.25915
12,1,0.14679
16,1,0.64323
12,1,0.45045999999999997
12,2,0.36782
8,1,0.10103
8,1,0.07393
8,2,0.16951
15,2,0.09797
6,1,0.023540000000000002
9,3,0.15469
14,2,0.43394
12,1,0.11865
12,1,0.10891999999999999
13,1,0.1325
9,1,0.13497
10,2,0.10487
11,1,0.46134000000000003
11,1,0.04215
11,2,0.7094499999999999
17,2,0.29024
12,1,0.31194
12,2,0.40192999999999995
9,2,0.19689
12,1,0.51448
12,2,0.77187
7,1,0.13052
12,1,0.19192
14,1,0.62088
12,2,0.00937
12,2,0.34075000000000005
12,2,0.58462
12,1,0.6727200000000001
12,0,0.25811
13,2,0.84295
12,1,0.21030000000000001
15,1,0.41089
16,2,0.48915
16,1,0.20822
16,2,0.7393899999999999
9,1,0.37031
12,2,0.26518
12,1,0.7199500000000001
16,2,0.73717
12,1,0.042039999999999994
12,2,0.10987999999999999
9,1,0.20381
12,2,0.49206000000000005
10,2,0.39667
8,2,0.68766
10,1,0.69563
10,1,0.14359
12,3,0.67766
17,3,0.72274
16,2,0.5531900000000001
14,1,0.62259
12,2,0.31345
11,2,0.53927
17,2,0.8520699999999999
12,1,0.05745
12,1,0.07563
11,1,0.10823
11,1,0.23034
16,1,0.18524000000000002
14,2,0.65853
15,2,0.0692
9,3,0.03123
11,2,0.1354
11,1,0.06431
12,1,0.6606799999999999
7,1,0.47247999999999996
6,2,0.12517
14,2,0.42392
14,1,0.10273
12,0,0.27510999999999997
12,1,0.1536
14,3,0.7494
18,2,0.39338
20,2,0.14343
12,2,0.19829999999999998
14,2,0.24878
12,1,0.09939999999999999
12,1,0.1791
12,1,0.71261
8,2,0.0227
18,2,0.63692
16,3,0.22989
8,1,0.30297999999999997
16,2,0.6508400000000001
16,2,0.48837
8,0,0.16506
11,1,0.52899
6,1,0.5642
11,2,0.50643
12,1,0.7207399999999999
13,3,0.29003
5,1,0.24998
12,1,0.01134
12,0,0.19855
5,3,0.41393
11,1,0.05113
12,2,0.31062999999999996
14,1,0.41587
12,3,0.19963999999999998
12,1,0.045259999999999995
12,1,0.03397
14,1,0.01646
14,1,0.10343
12,2,0.54711
12,1,0.05939
12,2,0.27405
12,1,0.045279999999999994
13,1,0.37492
11,2,0.057249999999999995
11,2,0.28191
15,1,0.1663
12,1,0.6183299999999999
13,2,0.38998
13,1,0.36939
12,1,0.67286
16,1,0.30097999999999997
16,3,0.41312
8,3,0.7042
12,1,0.05226
14,2,0.17737999999999998
20,3,0.49089
12,1,0.20196999999999998
12,1,0.00475
12,1,0.0757
12,2,0.32328
16,3,0.47372
16,2,0.42198
12,1,0.30648
12,1,0.39578
12,1,0.46004
11,3,0.18953
11,2,0.66306
14,2,0.24447
10,1,0.25593
8,1,0.10404
12,2,0.10791
12,1,0.09340999999999999
11,1,0.29702
12,1,0.57984
10,1,0.28131
11,0,0.17934999999999998
6,1,0.15582000000000001
14,1,0.29434
11,1,0.056459999999999996
9,2,0.07043
7,1,0.12537
12,1,0.34924999999999995
8,2,0.00156
8,1,0.05178
12,1,0.08159000000000001
12,2,0.17122
12,0,0.11052
12,2,0.20036
12,2,0.03642
16,1,0.19465
16,2,0.3159
12,1,0.41914999999999997
12,1,0.5107200000000001
12,2,0.25614000000000003
14,2,0.46537999999999996
12,1,0.35292
12,1,0.006
12,0,0.10972
12,1,0.33269
13,2,0.0906
12,0,0.22636
11,1,0.048940000000000004
12,1,0.20861999999999997
14,2,0.2434
13,2,0.27832999999999997
12,1,0.20594
14,2,0.19598
12,2,0.66137
6,1,0.15716
12,1,0.14048
12,1,0.33043
12,2,0.32215000000000005
12,2,0.16391999999999998
15,1,0.66353
11,1,0.01294
3,1,0.07773
6,1,0.07473
4,0,0.26945
3,1,0.20265
3,1,0.38142000000000004
7,2,0.00898
12,0,0.01165
8,1,0.23806999999999998
10,1,0.8145399999999999
7,1,0.23778
12,2,0.45854
4,2,0.14427
5,1,0.11647
9,1,0.018009999999999998
14,1,0.23706
13,1,0.56154
4,0,0.053899999999999997
4,1,0.63176
9,0,0.04982
9,0,0.17513
11,1,0.29888000000000003
4,1,0.0054800000000000005
12,1,0.12381
4,1,0.17396999999999999
12,1,0.16908
8,1,0.16018999999999997
10,1,0.26811
12,2,0.47670999999999997
14,3,0.86127
12,1,0.31848
10,0,0.46027999999999997
15,3,0.0409
15,2,0.23844
6,2,0.73417
3,2,0.8304699999999999
3,3,0.35901000000000005
12,1,0.3724
6,2,0.00228
6,2,0.30452999999999997
11,3,0.42507
6,1,0.9012300000000001
6,2,0.39909
11,1,0.10237
11,1,0.17783000000000002
3,1,0.37177
12,2,0.51019
12,2,0.37040999999999996
15,3,0.17392
14,2,0.31842
2,2,0.07522000000000001
12,1,0.44787999999999994
14,1,0.26995
8,1,0.09988
16,3,0.04332
16,2,0.50181
14,2,0.39539
14,2,0.43844
15,1,0.18545999999999999
16,2,0.29719999999999996
12,1,0.53672
3,2,0.7253000000000001
5,1,0.13369
6,1,0.3395
6,1,0.39061
12,2,0.53996
13,2,0.90578
13,2,0.39389
13,2,0.7693000000000001
9,1,0.059669999999999994
9,1,0.06364
9,2,0.28864
12,1,0.50082
14,1,0.40323
12,1,0.6082500000000001
14,1,0.16021000000000002
17,1,0.6728799999999999
11,2,0.014410000000000001
12,2,0.00493
12,1,0.22649999999999998
14,2,0.027679999999999996
14,2,0.59006
14,2,0.45257
16,1,0.42612
12,2,0.30345
13,2,0.061399999999999996
12,3,0.0842
12,0,0.0253
16,1,0.24728999999999998
14,3,0.8625499999999999
13,1,0.9077200000000001
14,2,0.10666
12,3,0.47512
12,1,0.00135
10,1,0.11228999999999999
16,1,0.11715999999999999
10,2,0.02775
11,2,0.01284
10,1,0.14733000000000002
10,1,0.06724000000000001
17,2,0.67974
11,1,0.54497
12,2,0.53553
12,2,0.19437000000000001
14,2,0.26567
13,2,0.44104
12,1,0.013839999999999998
11,2,0.30138000000000004
11,1,0.07295
13,2,0.16969
12,2,0.16696000000000003
12,1,0
14,1,0.5028900000000001
14,1,0.16561
12,1,0.05811
12,1,0.11254
8,0,0.0195
8,1,0.020790000000000003
11,2,0.34026
11,2,0.09893
12,2,0.12406
12,0,0.059669999999999994
11,1,0.10906
9,3,0.0645
12,1,0.01998
10,1,0.12182
12,1,0.14901
16,2,0.13615
9,1,0.16524
12,1,0.04202
10,0,0.07063
10,0,0.2468
12,1,0.2682
12,2,0.018799999999999997
12,1,0.16078
12,1,0.39937
12,1,0.00553
13,1,0.27691
12,2,0.10961
16,1,0.22594
14,3,0.37156999999999996
16,3,0.47265
16,3,0.80247
12,1,0.27960999999999997
12,1,0.44587000000000004
10,1,0.21055
10,1,0.31727
11,1,0.07065
12,1,0.37222
12,2,0.77742
12,1,0.02138
12,0,0.3215
12,1,0.10375
14,1,0.09169000000000001
12,3,0.16329000000000002
12,2,0.21205
12,1,0.022080000000000002
12,0,0.05223
10,1,0.08119
14,2,0.31159
12,0,0.09536
12,0,0.05606
14,1,0.38279
14,2,0.25578
16,2,0.74012
12,2,0.45864
15,3,0.5274300000000001
13,2,0.29359999999999997
8,1,0.29510000000000003
14,2,0.24899000000000002
14,0,0.0015
12,2,0.14759
12,2,0.59583
14,2,0.23248999999999997
13,1,0.15466
12,1,0.0787
11,1,0.01661
11,1,0.11471999999999999
10,2,0.06683
14,1,0.43981000000000003
10,1,0.46609
10,1,0.40136000000000005
10,1,0.48523000000000005
11,1,0.0596
12,1,0.10177
12,2,0.08578
13,1,0.6954699999999999
16,3,0.28413
10,2,0.02659
12,1,0.17087
12,1,0.00385
14,2,0.08616
13,2,0.40393999999999997
12,1,0.01966
12,3,0.75453
12,3,0.26175
12,3,0.1642
14,3,0.16508
16,2,0.91113
13,1,0.69753
14,2,0.86516
13,2,0.27322
10,2,0.38058
12,1,0.46930999999999995
12,3,0.20511
12,2,0.11868000000000001
12,2,0.24204
12,1,0.12148999999999999
7,2,0.24597000000000002
6,1,0.12541
14,1,0.51261
12,1,0.22809000000000001
15,3,0.22920000000000001
12,1,0.13677
10,0,0.17826
12,1,0.34458
11,1,0.38291
11,1,0.32598
6,0,0.06682
6,1,0.08007999999999998
16,1,0.22416
11,1,0.18167999999999998
12,1,0.16133
14,1,0.48173
14,1,0.04335
10,0,0.05493000000000001
12,1,0.11831
12,2,0.05416000000000001
16,3,0.40863999999999995
11,1,0
11,1,0.55132
11,1,0.11839000000000001
12,2,0.66274
15,1,0.46797
12,3,0.13285
16,1,0.15621000000000002
11,1,0.10045
9,1,0.12016
12,1,0.44694
14,1,0.01141
9,1,0.42635
11,2,0.10267
14,1,0.00822
11,1,0.01098
11,2,0.02007
12,2,0.27904
16,1,0.13548
12,3,0.6742199999999999
14,1,0.44982
12,2,0.29762
12,2,0.04484
11,1,0.6403
13,2,0.13799
15,1,0.11143
11,0,0.07046999999999999
9,0,0.09949999999999999
12,2,0.28105
12,1,0.54789
12,1,0.05697
10,1,0.056740000000000006
12,2,0.68089
12,3,0.24446
8,2,0.98937
14,3,0.6598900000000001
6,1,0.33623
15,2,0.7647799999999999
15,2,0.40622
14,2,0.72124
15,1,0.07855000000000001
12,2,0.65143
12,1,0.24420999999999998
12,1,0.10071
12,1,0.28493999999999997
12,1,0.43345
9,1,0.19131
9,1,0.10839
7,1,0.22587
12,2,0.05542
13,2,0.46756
13,2,0.62844
5,2,0.09931
10,1,0.02477
8,2,0.44880000000000003
12,1,0.15755
5,1,0.0053
16,0,0.31875
10,3,0.05389
10,2,0.08907999999999999
17,2,0.38435
6,1,0.37955
12,1,0.17112
6,2,0.59484
12,2,0.032549999999999996
12,1,0.34578000000000003
12,3,0.85028
12,2,0.20823
14,3,0.53384
12,1,0.30014
12,1,0.17238
12,2,0.18785
9,1,0.11889
13,1,0.3411
12,1,0.7001000000000001
13,1,0.52296
11,2,0.05524
14,1,0.48895000000000005
14,1,0.7014199999999999
16,2,0.40499
11,1,0.07179
11,2,0.03403
16,2,0.02254
11,1,0.26098
11,2,0.06194
16,2,0.2114
18,2,0.6331
13,2,0.29021
15,2,0.08997999999999999
12,2,0.19547
12,3,0.83706
11,1,0.31775
11,0,0.32281
14,2,0.56526
12,1,0.41473999999999994
12,1,0.06046
12,2,0.46027999999999997
9,2,0.38436
12,1,0.8942700000000001
11,2,0.01014
11,2,0.08103999999999999
13,2,0.30486
12,3,0.51851
17,2,0.8442000000000001
12,1,0.47584000000000004
12,2,0.37008
12,1,0.01734
12,1,0.02427
12,2,0
10,1,0.99176
11,1,0.17648
16,1,0.97578
16,2,0.95621
16,2,0.66302
16,1,0.24822
9,2,0.026099999999999998
12,2,0.28331
12,2,0.29336
10,2,0.7277800000000001
10,1,0.11683
12,2,0.38443
12,1,0.28367000000000003
10,2,0.21795
13,1,0.24846000000000001
16,2,0.11560000000000001
15,2,0.01784
14,1,0.21789000000000003
14,1,0.16219
14,3,0.41595999999999994
12,1,0.29185
12,1,0.22993
12,1,0.6982599999999999
12,3,0.6554000000000001
14,2,0.5310900000000001
12,2,0.14896
12,3,0.07432
12,3,0.0635
12,1,0.053529999999999994
12,1,0.020579999999999998
12,2,0.015349999999999999
12,0,0.09799
12,2,0.061340000000000006
12,1,0.56256
12,1,0.26728
8,1,0.11202999999999999
8,0,0.26899999999999996
12,1,0.12805999999999998
9,0,0.22874
14,3,0.7534399999999999
12,2,0.03842
10,0,0.01964
10,1,0.10403000000000001
11,1,0.21898
12,1,0.36091999999999996
12,1,0.10523999999999999
10,2,0.7202500000000001
5,1,0.12689
14,1,0.29488
10,2,0.18936
12,1,0.18031
15,1,0.6829999999999999
9,1,0.02218
12,1,0.07403
12,1,0.05066
15,1,0.43494
12,2,0.41439
16,3,0.48972
8,1,0.60267
8,2,0.13974999999999999
8,1,0.19786
12,2,0.59509
12,2,0.049100000000000005
8,1,0.12372
12,1,0.32018
12,2,0.29784
12,1,0.045579999999999996
12,2,0.18685
12,2,0.13929
12,1,0.44454
12,1,0.15447
12,1,0.24288
14,1,0.14025
12,1,0.27679
9,2,0.31032
12,2,0.2752
14,1,0.18727
16,2,0.8920699999999999
13,3,0.24704
10,2,0.09481
10,2,0.25773
12,1,0.11177
11,1,0.22668
12,1,0.2045
19,3,0.6316700000000001
14,2,0.01714
16,1,0.57875
12,2,0.09644
9,1,0.16579999999999998
16,2,0.04332
11,1,0.010069999999999999
16,3,0.83241
12,3,0.88603
12,3,0.44175
11,1,0.23928000000000002
12,1,0.514
11,2,0.10529
11,0,0.02791
12,1,0.11732
12,2,0.05264
16,3,0.5818099999999999
12,3,0.1838
12,3,0.21984
12,2,0.22207999999999997
15,1,0.30582
6,1,0.13368
16,1,0.4645
12,1,0.041319999999999996
12,0,0
3,1,0.61395
5,1,0.0011799999999999998
5,1,0.09555999999999999
9,1,0.21664999999999998
6,1,0.23976
16,2,0.94609
11,1,0.12739
12,1,0.17861999999999997
12,1,0.58001
8,2,0.34228000000000003
14,3,0.16118
13,1,0.43060000000000004
11,2,0.24562
14,2,0.40051000000000003
9,1,0.35969
11,2,0.35403
11,2,0.30280999999999997
10,1,0.60682
20,1,0.05551999999999999
14,3,0.8094100000000001
9,1,0.14297
9,1,0.33809
12,2,0.61725
9,2,0.54221
9,1,0.46507
12,1,0.20990999999999999
12,1,0.27109
12,2,0.57455
12,3,0.27548
9,1,0.023620000000000002
11,1,0.14885
6,1,0.65428
6,1,0.45397
6,1,0.47709
14,1,0.54174
14,1,0.7508
12,1,0.34818
16,2,0.88622
10,1,0.06576
10,0,0
11,1,0.23223
11,0,0.13555999999999999
15,2,0.48427
12,2,0.26684
12,1,0.05688
6,0,0.17259
12,0,0.28295000000000003
6,1,0.45324
6,1,0.68281
12,1,0.1246
10,2,0.26754
12,2,0.9007200000000001
12,3,0.29629
10,1,0.20325
16,3,0.5470900000000001
9,2,0.53367
10,0,0.13277
10,1,0.00949
9,2,0.15364
14,1,0.0381
13,2,0.21703
15,3,0.78525
12,2,0.79943
12,1,0.21818
12,2,0.13816
12,2,0.8276699999999999
12,2,0.27007000000000003
16,3,0.30361
12,2,0.40375
12,2,0.1252
20,3,0.65183
12,1,0.10978
11,1,0.01117
14,3,0.47345
12,1,0.05261999999999999
13,2,0.01579
14,1,0.19940000000000002
12,1,0.43201
13,1,0.09527
10,2,0.40094
14,1,0.55569
12,1,0.049710000000000004
10,1,0.020110000000000003
11,1,0.55981
8,1,0.012350000000000002
11,1,0.25726
12,1,0
16,3,0.9537399999999999
17,2,0.67137
13,2,0.27404
13,1,0.02928
6,0,0.9547599999999999
8,2,0.61247
12,2,0.06939000000000001
13,1,0.11401
18,1,0.33814999999999995
18,1,0.74539
14,2,0.51833
11,2,0.64417
11,2,0.35863999999999996
14,1,0.44382
14,1,0.25306
7,1,0.23818
2,1,0.35045000000000004
14,2,0.44969000000000003
13,1,0.34472
14,2,0.46521
16,2,0.6481
16,2,0.81234
16,2,0.6437
12,1,0.02926
9,1,0.48438000000000003
12,1,0.00136
12,1,0.0873
12,1,0.6533
12,1,0.85057
11,2,0.52043
11,2,0.69453
15,2,0.76191
9,1,0.06278
14,1,0.26925
12,2,0.7344700000000001
13,1,0.33125
14,2,0.77947
9,1,0.18215
7,2,0.16105
5,1,0.25056
9,2,0.45651
14,2,0.5124
12,2,0.90134
12,1,0.07631
12,1,0.87453
17,3,0.96422
16,2,0.1551
16,2,0.7625700000000001
12,1,0.03354
18,1,0.45597
13,1,0.0258
12,2,0.28721
12,3,0.55096
12,1,0.56226
14,1,0.19405999999999998
14,1,0.22890999999999997
12,1,0.19506
12,1,0.8075100000000001
12,2,0.3345
12,2,0.18989
12,2,0.13251
12,2,0.5650999999999999
8,1,0.01145
12,1,0.29582
12,1,0.17842
16,2,0.50671
12,1,0.14537
12,1,0.41708
12,1,0.44725000000000004
13,2,0.35225
12,1,0.0687
12,1,0.28902
10,1,0.02541
14,1,0.23788
17,2,0.93146
12,1,0.5193099999999999
3,2,0.1779
14,1,0.7009399999999999
11,1,0.0753
12,2,0.11721999999999999
14,2,0.8716700000000001
14,2,0.67413
13,2,0.60279
12,3,0.7369499999999999
9,2,0.021349999999999997
16,2,0.9457899999999999
11,2,0.06856
11,2,0.21594000000000002
15,2,0.14116
15,3,0.3347
12,1,0.8338500000000001
14,1,0.6434000000000001
14,2,0.54225
15,3,0.18599
12,3,0.56691
11,1,0.27785
14,1,0.7154900000000001
