MOTHER_ED,EERI,MATH_VERB
10,1,0.17277
15,1,0.31672
19,3,0.61451
18,2,0.52748
12,2,0.76424
13,3,0.3368
12,3,0.5684899999999999
17,2,0.35519
15,2,0.9218899999999999
9,3,0.26386
12,1,0.7811400000000001
12,1,0.39125
14,2,0.28894
14,1,0.21891
13,1,0.47872
12,2,0.8939100000000001
12,2,0.30508
14,3,0.3103
16,1,0.66357
12,2,0.9965600000000001
12,1,0.84136
12,1,0.80985
16,3,0.35741
13,1,0.61863
16,1,0.02258
12,1,0.8288599999999999
10,0,0.00892
16,2,0.44606999999999997
18,3,0.80684
19,2,0.9029900000000001
12,2,0.9081999999999999
18,2,0.2597
12,3,0.93718
11,1,0.15063000000000001
9,2,0.23803000000000002
12,1,0.31955
12,1,0.36832
10,2,0.00764
13,1,0.55855
11,1,0.45882
11,2,0.30856
12,2,0.12919
14,1,0.5745
16,1,0.2459
10,1,0.93703
10,2,0.43625
14,1,0.42601
14,2,0.3124
20,2,0.68552
10,3,0.34162
12,0,0.57429
12,1,0.30495
12,1,0.31709
7,1,0.19039
12,1,0.10958999999999999
16,2,0.8712099999999999
14,1,0.07475
14,1,0.11320000000000001
12,2,0.9416899999999999
14,1,0.9627500000000001
12,2,0.48686
12,1,0.15437
2,2,0.35023000000000004
13,2,0.77827
8,2,0.07575
12,2,0.17515
14,2,0.83691
12,1,0.13563
12,2,0.66508
14,3,0.72939
12,2,0.50727
12,3,0.43143
16,2,0.55907
16,2,0.38959000000000005
12,2,0.49101
14,2,0.75979
20,3,0.92301
13,2,0.7404999999999999
16,3,0.89321
16,3,0.74176
14,3,0.63134
13,0,0.024860000000000004
11,1,0.1375
14,2,0.25137
16,2,0.71226
9,2,0.16319
14,2,0.27976
14,3,0.7800400000000001
12,1,0.47078000000000003
16,3,0.8153400000000001
16,2,0.23068999999999998
14,1,0.08051
13,2,0.08263
12,3,0.88617
13,1,0.11115
14,3,0.87285
13,1,0.32655
12,3,0.9128499999999999
14,2,0.79631
14,2,0.92137
16,3,0.81812
18,3,0.50379
18,3,0.4446
16,2,0.8978
18,2,0.14372
15,2,0.71505
16,2,0.98665
12,1,0.42191
10,1,0.00501
10,0,0.6789000000000001
12,1,0.88535
14,2,0.5405
16,2,0.2076
14,3,0.98818
18,3,0.8889199999999999
18,2,0.86862
20,1,0.5416799999999999
12,2,0.5954200000000001
12,2,0.4012
17,1,0.42322000000000004
13,2,0.75689
16,2,0.92129
14,2,0.20403
14,3,0.8811100000000001
20,2,0.95695
16,2,0.08396
13,2,0.93375
17,3,0.8259799999999999
12,3,0.31579
12,3,0.62888
12,3,0.50061
12,2,0.39125
16,1,0.72417
12,2,0.84367
11,1,0.13311
12,1,0.27301
14,2,0.62671
8,1,0.35357999999999995
14,2,0.17146999999999998
13,1,0.29647
16,1,0.41862
12,1,0.11130000000000001
12,2,0.12616
12,3,0.26253
14,2,0.78584
13,2,0.41490000000000005
14,2,0.9107500000000001
13,3,0.9294499999999999
13,0,0.13008
11,3,0.81135
15,2,0.85212
12,2,0.21478999999999998
13,3,0.61108
18,2,0.96665
12,1,0.6757599999999999
12,2,0.36134
12,1,0.5884199999999999
11,1,0.10865
12,2,0.42156
16,3,0.7254200000000001
14,1,0.32487
16,3,0.42859
16,3,0.6240100000000001
17,3,0.9366800000000001
16,1,0.81868
12,3,0.98553
20,1,0.67176
16,3,0.9485899999999999
12,1,0.83918
12,2,0.07808
12,1,0.08673
13,1,0.6045900000000001
12,2,0.49333
16,2,0.30093
13,2,0.9848600000000001
14,3,0.45994
9,2,0.5467799999999999
9,2,0.6580800000000001
16,2,0.69506
12,2,0.51322
13,2,0.6513500000000001
14,2,0.26135
14,2,0.65507
12,1,0.04378
18,2,0.84526
14,1,0.7644199999999999
12,1,0.12799
12,1,0.53199
16,2,0.71759
17,2,0.82038
17,1,0.18692
16,2,0.61631
14,2,0.32271
16,3,0.97626
14,2,0.8116800000000001
14,1,0.54397
12,1,0.8206699999999999
12,2,0.22799
14,2,0.31974
14,2,0.9593200000000001
14,1,0.4978
14,2,0.8262900000000001
12,1,0.28553
14,2,0.6419
15,2,0.80289
14,3,0.73122
12,1,0.25535
16,2,0.7591
15,3,0.52442
15,2,0.85931
12,1,0.8635299999999999
14,1,0.76262
12,1,0.10888999999999999
14,2,0.20061
14,1,0.61613
12,2,0.43372
16,2,0.11417
16,1,0.72158
18,1,0.5179699999999999
10,2,0.59771
12,1,0.13484
7,1,0.06669
12,2,0.17571
12,2,0.48954000000000003
8,1,0.36333
11,1,0.052169999999999994
12,1,0.10214000000000001
18,3,0.86359
14,1,0.11266999999999999
13,2,0.7592300000000001
13,2,0.0013800000000000002
12,1,0.05513
12,1,0.28052
13,2,0.63984
14,2,0.94502
11,1,0.60706
12,2,0.04096
12,1,0.09221
12,3,0.85713
12,3,0.44898000000000005
13,2,0.48863999999999996
12,2,0.51333
12,1,0.05824
11,2,0.19265000000000002
14,2,0.50524
11,3,0.6068
12,1,0.17981000000000003
12,1,0.54165
13,2,0.33393
14,2,0.20271999999999998
18,1,0.8586
18,2,0.9797899999999999
14,2,0.68648
11,2,0.57196
11,2,0.44338
8,1,0.257
12,1,0.73929
14,1,0.13882
16,3,0.30634
12,3,0.66003
16,3,0.94489
14,3,0.50929
19,2,0.9211
12,1,0.32207
9,2,0.18019
9,2,0.23837
12,1,0.00612
11,2,0.08248
13,2,0.7049599999999999
14,3,0.49178
8,1,0.4253
10,2,0.34753
12,1,0.7176300000000001
10,2,0.07263
12,3,0.8974899999999999
12,2,0.28611000000000003
14,2,0.58256
16,2,0.96184
14,2,0.8667199999999999
14,1,0.047880000000000006
14,2,0.19140000000000001
14,2,0.07832
14,2,0.63904
14,3,0.9726
12,1,0.6706300000000001
12,1,0.48448
12,2,0.5519700000000001
11,1,0.51417
12,1,0.7345099999999999
15,1,0.6446500000000001
12,3,0.49927
12,1,0.24539999999999998
13,0,0.05653
13,2,0.30806
14,2,0.40155
12,1,0.23558
12,2,0.05908
12,3,0.7791899999999999
11,1,0.11377000000000001
16,3,0.85277
12,1,0.20572
12,2,0.45585000000000003
17,1,0.69099
13,1,0.19183
12,1,0.32051
12,2,0.32079
18,3,0.91167
12,2,0.79235
12,1,0.70455
12,1,0.40735
12,1,0.28389
12,3,0.84568
12,2,0.36408
12,3,0.78206
16,1,0.08275
13,3,0.34061
12,1,0
12,1,0.04392
16,3,0.14215999999999998
6,1,0.01732
6,0,0.024929999999999997
13,3,0.10672000000000001
12,2,0.56976
13,2,0.71841
16,2,0.72386
16,2,0.93719
13,1,0.15353
12,2,0.9929600000000001
16,3,0.46822
12,2,0.32982999999999996
12,2,0.43172
12,2,0.7210500000000001
13,2,0.48853
12,2,0.48611
16,2,0.83563
18,2,0.9519199999999999
14,3,0.88964
15,1,0.91959
12,2,0.02995
12,2,0.26896000000000003
14,2,0.63859
12,3,0.78098
8,1,0.3016
10,2,0.8089700000000001
14,1,0.07751999999999999
14,2,0.35340000000000005
12,2,0.31022
12,2,0.82895
10,0,0.0121
10,0,0.09246
14,2,0.45561
12,1,0.80175
12,3,0.81914
12,2,0.31636
13,2,0.76716
16,2,0.4817
16,2,0.82439
13,1,0.50945
11,2,0.62473
13,3,0.89509
12,2,0.7106399999999999
13,2,0.55552
12,1,0.30962
16,3,0.29708
9,1,0.17482
12,1,0.60022
12,2,0.98952
12,2,0.82357
12,1,0.17032
17,1,0.25528
13,1,0.22344
12,2,0.45177999999999996
10,2,0.20201
11,3,0.23440000000000003
12,0,0.02659
12,1,0.8160599999999999
11,1,0.02427
14,2,0.48261000000000004
13,3,0.19289
16,3,0.03086
12,2,0.13724999999999998
16,2,0.64508
7,1,0.7145999999999999
12,1,0.13411
12,3,0.13573000000000002
16,2,0.5687599999999999
16,3,0.9260200000000001
16,2,0.33198
12,3,0.01343
12,3,0.74177
18,2,0.98828
12,1,0.9140900000000001
12,2,0.21864
10,1,0.1813
12,1,0.67148
6,1,0.58523
6,1,0.12089
14,1,0.68903
12,2,0.52186
12,1,0.8253900000000001
12,1,0.48252
12,2,0.56414
12,2,0.24785000000000001
16,2,0.9654699999999999
12,2,0.82978
18,2,0.77743
13,3,0.46625
12,2,0.32394
18,2,0.81706
7,2,0.12912
12,2,0.38772
12,1,0.46165
12,1,0.66179
12,2,0.41165
16,2,0.99339
16,2,0.88666
16,2,0.67207
16,1,0.60285
14,1,0.91813
14,3,0.41066
12,3,0.08527
12,1,0.18530999999999997
11,2,0.08254
12,2,0.36402
13,1,0.35117
13,1,0.23471
12,1,0.33030000000000004
10,1,0.1516
10,2,0.01859
12,0,0.5283100000000001
12,2,0.65183
13,3,0.53321
12,2,0.43811
10,3,0.11862
10,3,0.16366
12,3,0.68961
12,1,0.9310200000000001
12,1,0.32081000000000004
12,1,0.10615000000000001
12,1,0.79171
12,2,0.7421500000000001
16,2,0.57236
16,3,0.7844
16,2,0.93318
12,2,0.7736
14,3,0.90887
15,2,0.7529399999999999
12,0,0.8409300000000001
14,2,0.42776000000000003
16,2,0.51116
14,2,0.6196699999999999
14,2,0.30889
16,2,0.8157099999999999
14,2,0.37832
12,2,0.2595
11,1,0.09832
12,3,0.28048
12,1,0.84416
18,3,0.96532
5,2,0.04063
14,2,0.96218
12,3,0.78622
9,2,0.20742999999999998
17,2,0.36625
16,2,0.42261000000000004
12,2,0.29818
12,2,0.89587
12,3,0.52247999999999994
16,2,0.56454
16,2,0.8812000000000001
12,3,0.55597
13,2,0.90384
14,3,0.81259
18,3,0.7711199999999999
13,2,0.9821599999999999
16,2,0.99676
13,1,0.82876
16,3,0.93986
14,2,0.7129300000000001
14,2,0.63039
12,1,0.13601000000000002
9,1,0.20579
9,1,0.08495
11,1,0.77643
8,2,0.647
9,2,0.20449
13,1,0.19315000000000002
6,1,0.45521999999999996
10,1,0.6881999999999999
12,2,0.49372
12,2,0.46246000000000004
11,1,0.43351999999999996
11,1,0.16924
10,2,0.04463
19,1,0.39274000000000003
19,2,0.03667
15,3,0.38865
14,2,0.62908
14,2,0.34548
9,1,0.01075
9,1,0.25237
13,2,0.57695
13,2,0.43084000000000006
13,2,0.5925699999999999
14,1,0.7273499999999999
15,2,0.29576
14,1,0.0075
14,1,0.018260000000000002
12,1,0.25193
12,1,0.31729
16,3,0.38432
16,2,0.37179
16,3,0.9359099999999999
14,3,0.65032
12,2,0.7125900000000001
12,2,0.7440399999999999
12,1,0.07178
16,2,0.59281
10,2,0.09679
11,2,0.09202
14,3,0.65669
16,2,0.9822299999999999
14,2,0.29248
20,2,0.6254
9,1,0.61436
12,2,0.08028
12,1,0.18758
16,2,0.0015
9,2,0.51174
14,2,0.34958
12,0,0.21051999999999998
8,1,0.1679
12,0,0.74375
13,2,0.73646
12,1,0.0208
11,0,0.11320999999999999
12,2,0.84858
16,3,0.97182
16,2,0.83369
12,2,0.61107
14,3,0.75681
20,3,0.3932
20,3,0.30333
18,3,0.81029
12,2,0.32072
18,2,0.52433
16,3,0.68434
13,3,0.08705
13,1,0.0381
13,1,0.34959
15,3,0.47445
12,2,0.82171
11,1,0.27681
12,2,0.8305500000000001
13,2,0.61544
18,2,0.94363
16,3,0.70541
14,3,0.93994
14,3,0.64384
20,3,0.9334
16,2,0.95997
20,3,0.95341
12,2,0.77427
12,2,0.42768
14,2,0.89089
14,3,0.7695799999999999
6,2,0.06841
12,2,0.13935
12,2,0.14174
17,2,0.46286
12,1,0.50063
16,2,0.99592
12,3,0.41646
12,1,0.51863
8,0,0.17202
12,1,0.24876
14,2,0.06287
12,1,0.36578000000000005
12,1,0.17522
9,1,0.10766999999999999
3,2,0.44099
13,2,0.06554
7,1,0.43345
7,1,0.11153
14,1,0.23712
10,1,0.08789999999999999
12,1,0.0126
6,0,0.00108
10,1,0.50869
12,1,0.12763
9,2,0.49688000000000004
9,2,0.56165
12,3,0.61275
14,2,0.62781
15,2,0.65445
13,1,0.12591
12,2,0.46271
12,2,0.8756900000000001
14,1,0.84104
17,3,1
12,1,0.38689999999999997
12,1,0.18143
11,2,0.038060000000000004
14,2,0.06198000000000001
11,1,0.34659
20,3,0.6938599999999999
14,3,0.8928
14,2,0.40458
4,3,0.87426
4,2,0.98151
16,2,0.62035
12,3,0.8669100000000001
10,2,0.38191
8,2,0.15872999999999998
12,3,0.47906999999999994
12,1,0.16113
14,2,0.28185
16,2,0.85536
12,1,0.49688000000000004
18,3,0.7518600000000001
14,2,0.17694
14,2,0.43512
13,1,0.6607999999999999
12,2,0.56884
12,1,0.29368
12,1,0.53564
12,2,0.04868
12,2,0.3207
14,2,0.38359000000000004
12,2,0.21946000000000002
14,2,0.46743
18,3,0.53504
12,1,0.7352299999999999
14,2,0.56513
14,2,0.78973
16,3,0.8471899999999999
14,1,0.36636
10,1,0.22722
16,2,0.67673
14,1,0.7958799999999999
20,3,0.1382
12,3,0.43992
14,2,0.63464
14,2,0.40814999999999996
12,3,0.94616
12,1,0.3048
16,2,0.6012
12,1,0.28247
16,2,0.69513
13,2,0.8371299999999999
13,1,0.5634899999999999
14,2,0.6819700000000001
12,0,0.5906199999999999
12,2,0.34218000000000004
14,1,0.75233
13,2,0.39832999999999996
14,1,0.46357
14,2,0.37239
13,2,0.07218
12,1,0.01376
15,2,0.18641
14,3,0.7471099999999999
13,0,0.35062
12,3,0.76741
12,2,0.39890000000000003
14,3,0.84844
12,2,0.55111
14,1,0.06391
14,2,0.6828700000000001
16,3,0.826
19,3,0.78117
19,2,0.68223
12,2,0.09679
12,2,0.31388
12,1,0.01735
14,3,0.9521999999999999
12,1,0.11567
11,2,0.49515
11,2,0.41851
14,1,0.34426
12,1,0.2126
13,2,0.55554
16,3,0.60777
11,0,0.61613
13,2,0.73036
14,2,0.40243
19,3,0.18576
15,2,0.70806
11,3,0.81336
3,2,0.29553
11,2,0.25145
13,2,0.36072000000000004
6,1,0.16433
14,1,0.85854
13,2,0.37418999999999997
4,2,0.46224
12,3,0.56102
11,3,0.72265
11,2,0.30796
13,3,0.98417
8,2,0.0014299999999999998
15,1,0.06639
13,3,0.52412
12,1,0.60387
14,1,0.36833
18,2,0.29088
13,2,0.061130000000000004
13,2,0.60238
17,3,0.9906900000000001
11,2,0.20076
9,1,0.00362
14,1,0.7630899999999999
12,2,0.25471
17,2,0.8409399999999999
12,2,0.5005299999999999
12,2,0.30552
12,2,0.42924
12,2,0.41927
14,3,0.7338800000000001
12,1,0.6715300000000001
12,1,0.19780999999999999
9,2,0.593
12,2,0.34419
14,3,0.96906
9,1,0.59057
14,3,0.73298
6,2,0.21164000000000002
12,1,0.06958
2,2,0.48138
12,1,0.45366
6,0,0.13435
12,2,0.52399
15,2,0.52219
16,3,0.56924
13,3,0.7721899999999999
14,2,0.59929
16,2,0.8195600000000001
13,3,0.37775
13,3,0.89023
14,2,0.6495399999999999
12,1,0.39886000000000005
11,3,0.57602
14,3,0.48725999999999997
12,2,0.68145
11,1,0.23489000000000002
11,1,0.5425800000000001
16,2,0.9086
18,2,0.62617
12,2,0.89008
20,3,1
14,2,0.9558
20,2,0.75651
14,2,0.978
14,3,0.77652
14,3,0.7873399999999999
12,1,0.7686700000000001
18,2,0.9593
16,3,0.9159099999999999
11,1,0.37738999999999995
12,1,0.53674
12,3,0.54946
12,2,0.23402
8,3,0.84073
8,3,0.9227
12,2,0.13324999999999998
12,2,0.15777
12,2,0.64711
13,2,0.47756
12,3,0.71887
17,3,0.85126
6,2,0.29988
12,3,0.6233
4,2,0.033530000000000004
17,3,0.97702
16,2,0.5507500000000001
16,2,0.52554
12,2,0.8161
8,2,0.02308
11,1,0.15170999999999998
13,3,0.55194
12,2,0.51127
12,2,0.03272
14,2,0.6468600000000001
14,2,0.87924
14,1,0.45857
12,2,0.91577
11,1,0.18097000000000002
12,3,0.35564999999999997
16,3,0.8044100000000001
10,2,0.47928
13,1,0.68585
18,3,0.47042
16,3,0.55872
11,2,0.06637
12,3,0.91625
12,2,0.71536
12,1,0.14504
14,2,0.79714
12,1,0.16852
14,1,0.52429
13,2,0.35599
12,2,0.63342
12,2,0.24335
12,3,0.8476600000000001
12,2,0.29173
12,2,0.84222
12,2,0.7451000000000001
12,1,0.64039
12,1,0.23419
12,1,0.5337299999999999
20,2,0.77125
12,2,0.21363
12,3,0.61519
12,2,0.88783
16,3,0.82774
20,3,0.05141
20,2,0.28963
12,2,0.49694000000000005
14,3,0.9154300000000001
12,3,0.6386999999999999
12,2,0.81403
12,3,0.12386
14,2,0.44704
10,1,0.20143
13,1,0.73855
12,2,0.30966
12,1,0.54763
13,2,0.58119
12,1,0.04842
12,1,0.33531999999999995
12,2,0.54452
12,2,0.42406
14,1,0.24136
17,2,0.5473899999999999
12,1,0.03453
12,2,0.15004
13,1,0.4111
13,2,0.36473999999999995
12,2,0.75798
12,2,0.7988599999999999
16,2,0.5827
16,2,0.6387700000000001
12,2,0.40587
18,2,0.24556
15,3,0.48261000000000004
12,3,0.6176200000000001
14,2,0.45228
12,1,0.6126400000000001
12,1,0.00767
12,1,0.51342
16,2,0.81451
16,2,0.23846
12,1,0.7318899999999999
14,2,0.39893
16,1,0.9674200000000001
14,2,0.14911
12,1,0.33624000000000004
18,2,0.48619999999999997
16,3,0.96512
12,3,0.05787
18,3,0.4619
16,3,0.08326
13,2,0.67472
10,2,0.05296
13,1,0.09783
13,1,0.6891700000000001
14,2,0.9903400000000001
16,2,0.5421
11,2,0.6126400000000001
12,1,0.33389
12,1,0.78687
12,1,0.33896
10,2,0.76912
8,2,0.48677
16,2,0.7512099999999999
16,2,0.98071
12,2,0.60897
12,2,0.72721
12,2,0.33769
12,2,0.8042400000000001
12,1,0.75354
14,1,0.26826
13,2,0.68568
14,2,0.5581900000000001
12,1,0.81808
12,1,0.038900000000000004
12,2,0.52667
12,1,0.86001
14,2,0.39487
12,1,0.36051
14,2,0.41298
14,1,0.06386
13,2,0.30851
15,2,0.44247
12,2,0.78865
12,1,0.40776
12,2,0.24224
16,3,0.93459
16,3,0.71493
14,3,0.7726000000000001
12,2,0.07306
12,2,0.7729300000000001
12,1,0.21242999999999998
12,1,0.62053
15,2,0.69242
15,2,0.7259399999999999
13,2,0.50888
12,2,0.6297
11,2,0.29925
16,2,0.93817
16,3,0.8816200000000001
12,2,0.95919
12,2,0.6856399999999999
12,1,0.70869
18,3,0.97368999999999994
18,3,0.64603
18,3,0.24318
12,3,0.46275
16,2,0.40428
19,3,0.74335
12,2,0.08921
12,2,0.95747
13,2,0.90283
12,3,0.8996500000000001
16,2,0.86881
16,3,0.94139
12,3,0.26882
14,3,0.8556
14,2,0.50554
12,1,0.79999
12,1,0.22164
12,1,0.1207
12,2,0.85882
14,1,0.49666
12,1,0.70628
12,1,0.20138
12,2,0.25121
18,3,0.15353999999999998
18,2,0.78023
16,3,0.9195
16,3,0.9925700000000001
14,1,0.04507
12,2,0.51463
12,1,0.24495999999999998
18,3,0.8488
14,2,0.77961
12,1,0.42654000000000003
14,1,0.64225
13,2,0.38756999999999997
13,3,0.36074
14,2,0.5794400000000001
16,2,0.63263
15,3,0.69955
12,3,0.35417000000000004
12,1,0.37756999999999996
12,1,0.11382999999999999
8,1,0.14007
8,2,0.01668
14,1,0.40407
8,0,0.02748
14,1,0.43912999999999996
15,1,0.89144
9,1,0.09715
12,2,0.029009999999999998
16,2,0.42699
12,1,0.63137
12,2,0.41667000000000004
12,2,0.9591200000000001
16,1,0.8986799999999999
9,1,0.62253
12,2,0.57404
5,1,0.70747
12,2,0.26289999999999997
14,1,0.52158
9,2,0.47481
13,3,0.18181999999999998
12,1,0.78271
16,1,0.99358
16,1,0.77974
12,1,0.51223
10,1,0.55934
14,3,0.40717
14,2,0.52789
14,2,0.6262
12,1,0.59877
17,2,0.7206999999999999
12,2,0.88299
12,2,0.52689
12,1,0.20887
12,2,0.43093000000000004
13,2,0.71055
13,2,0.83148
16,2,0.9250400000000001
12,2,0.65715
18,1,0.78762
12,0,0.7619
12,2,0.32494
14,2,0.5180400000000001
12,2,0.32831000000000005
13,1,0.6992499999999999
14,3,0.85553
14,2,0.51731
8,0,0.01439
10,1,0.37807
16,1,0.73444
13,2,0.69813
13,3,0.7049
12,2,0.12337999999999999
16,2,0.38264000000000004
14,3,0.8744
13,1,0.38775
12,3,0.91232
13,2,0.45147
12,1,0.32302
16,2,0.76267
14,1,0.6507999999999999
16,2,0.64457
16,2,0.58951
20,2,0.69608
20,2,0.5075999999999999
13,2,0.3053
14,2,0.43784
16,2,0.70706
12,1,0.43557
12,2,0.51237
14,2,0.76006
14,2,0.36307
8,3,0.23101
12,1,0.19493
12,2,0.65459
18,2,0.17721
12,2,0.49427
12,1,0.09153
9,1,0.59568
9,1,0.85681
12,1,0.87807
17,3,0.47476999999999997
12,2,0.7047100000000001
14,2,0.72886
12,1,0.39456
12,1,0.63112
12,1,0.7418
12,2,0.5847
12,1,0.39779000000000003
12,1,0.23479
12,2,0.20045000000000002
12,2,0.50412
12,1,0.16956
12,2,0.12848
12,2,0.34393999999999997
13,2,0.35625
12,2,0.25318999999999997
12,1,0.2869
17,2,0.99351
12,1,0.37544
12,1,0.53834
14,2,0.73818
14,2,0.8345199999999999
14,3,0.24992
14,2,0.35475999999999996
10,2,0.36987000000000003
10,1,0.27257000000000003
12,3,0.8076000000000001
13,2,0.21373
12,3,0.17906
16,2,0.5698
12,1,0.73457
12,1,0.71931
12,2,0.25489
12,2,0.21982
12,1,0.28442
13,1,0.10622
12,1,0.27708
12,1,0.21367
12,2,0.15929000000000001
9,1,0.19196000000000002
11,3,0.36534
12,0,0.8719899999999999
10,2,0.23486
12,1,0.8057500000000001
12,2,0.63413
12,1,0.41185000000000005
12,1,0.65728
9,1,0.7409699999999999
12,2,0.332
10,1,0.41159999999999997
12,1,0.36884999999999996
14,3,0.78348
12,1,0.35389000000000004
12,2,0.49449
12,1,0.4238
12,3,0.27716
17,3,0.96626
12,3,0.88631
13,2,0.93837
12,1,0.35799
12,3,0.93711
10,1,0.0028100000000000004
10,2,0.21406
11,1,0.56087
11,0,0.05006
13,1,0.6684300000000001
12,1,0.08281000000000001
18,3,0.03543
12,2,0.14314
12,1,0.62467
13,1,0.55965
12,2,0.29879
14,1,0.5979
14,2,0.33982999999999997
8,1,0.5843200000000001
12,1,0.38797
7,2,0.14849
12,1,0.43564
17,2,0.6917300000000001
14,2,0.14754
7,1,0.00893
9,2,0.60772
13,0,0.12664
12,1,0.03279
12,1,0.23571
12,2,0.22774
10,2,0.50883
12,1,0.44283
16,3,0.76425
16,2,0.48117
17,2,0.60831
11,1,0.43971
12,2,0.7743099999999999
12,1,0.01924
12,2,0.22829999999999998
14,1,0.42899
11,2,0.08605
13,2,0.23908000000000001
12,3,0.51707
12,2,0.28106000000000003
12,2,0.7879600000000001
12,2,0.68093
12,2,0.6198400000000001
9,2,0.0711
14,2,0.42200000000000004
14,3,0.93435
18,3,0.60376
16,2,0.47085
12,2,0.39561999999999997
13,3,0.27082999999999996
12,2,0.25733
12,2,0.31956
10,2,0.50032
7,1,0.03773
7,2,0.05264
11,2,0.24969000000000002
12,2,0.42796999999999996
12,2,0.3678
12,1,0.28087
15,2,0.79214
9,0,0.31427
12,1,0.29236999999999996
18,2,0.61875
15,3,0.18844999999999998
11,1,0.22175999999999998
11,1,0.05848
11,1,0.3131
12,1,0.1681
8,1,0.02005
8,1,0.00844
12,2,0.17434000000000002
10,3,0.058739999999999994
11,2,0.32988999999999996
9,2,0.03956
10,0,0.20382999999999998
10,3,0.03634
12,2,0.25709
12,2,0.86366
12,1,0.31384
12,3,0.60091
12,2,0.6298400000000001
12,3,0.5160399999999999
8,2,0.29464
14,1,0.37228
12,2,0.16123
14,2,0.39885
16,2,0.5386099999999999
12,1,0.27565
16,1,0.16655
16,2,0.51488
11,1,0.45439
9,1,0.12863
14,2,0.25586
16,1,0.5879800000000001
11,2,0.04127
13,3,0.57991
11,0,0.04933
11,1,0.010049999999999998
17,1,0.3804
16,1,0.79046
14,3,0.27605
14,2,0.7280200000000001
14,2,0.01433
14,3,0.16038
13,2,0.033769999999999994
12,0,0.15245
12,2,0.59212
13,2,0.06117
13,1,0.026160000000000003
11,1,0.0253
11,0,0.04429
11,1,0.095
12,1,0.0048
12,1,0.18159
12,1,0.10948000000000001
14,1,0.50896
13,1,0.20212
18,2,0.63464
18,2,0.8084399999999999
16,3,0.5081600000000001
12,0,0.23535
11,0,0.07615
12,1,0.047119999999999995
12,2,0.0169
9,1,0.05941
12,2,0.30219999999999997
12,3,0.61758
12,2,0.29922
11,1,0.91935
16,3,0.80267
15,2,0.57064
9,2,0.7492
12,1,0.08571
14,2,0.12699
12,1,0.73681
17,2,0.49456000000000006
14,2,0.78834
16,3,0.95312
14,2,0.69038
16,1,0.46970999999999996
10,1,0.5017499999999999
10,1,0.18223
13,1,0.8131100000000001
13,1,0.14553000000000002
14,2,0.08481999999999999
16,2,0.73087
12,1,0.19904
12,2,0.37963
14,1,0.1724
16,2,0.42199
14,2,0.6422
14,3,0.6545300000000001
12,2,0.58351
12,1,0.23190999999999998
10,0,0.02596
12,1,0.14629
12,1,0.24829
14,1,0.12917
12,2,0.27547
12,1,0.29600000000000004
12,1,0.31964
12,3,0.17762
12,2,0.55006
14,1,0.80745
14,1,0.7461
14,1,0.41381999999999997
13,1,0.18055
12,1,0.62671
11,1,0.39319000000000004
14,2,0.37494
12,2,0.23181000000000002
8,2,0.24414000000000002
10,2,0.21306999999999998
13,1,0.59006
16,2,0.16297
12,1,0.08715
12,2,0.32311
14,2,0.45596
14,2,0.33141
12,2,0.63365
17,2,0.41186
12,3,0.19438
12,3,0.09398999999999999
13,2,0.11402
12,1,0.14622
12,0,0.41673000000000004
12,3,0.44597000000000003
12,2,0.10521000000000001
11,1,0.18651
11,1,0.12143000000000001
12,1,0.1503
12,3,0.5147200000000001
18,3,0.79098
18,3,0.79187
12,2,0.56481
11,0,0.15378999999999998
11,2,0.03951
16,2,0.36973
9,1,0.0219
12,3,0.5214099999999999
17,2,0.98003
12,0,0.09086999999999999
16,3,0.6992100000000001
12,2,0.18636
7,1,0.22458999999999998
14,2,0.32865
12,1,0.45939
8,1,0.77779
12,1,0.68913
11,2,0.34688
12,2,0.58315
11,2,0.53938
14,3,0.77
11,2,0.44557
6,1,0.12315
6,0,0.17371999999999999
6,1,0.0774
5,2,0.38427
5,2,0.34123
2,1,0.16646999999999998
2,1,0.11921
12,2,0.53412
12,2,0.8279099999999999
12,1,0.7033400000000001
12,2,0.7926000000000001
12,1,0.21466000000000002
12,2,0.36271000000000003
15,2,0.06269
15,1,0
13,1,0.37832
15,2,0.15702
12,2,0.8923000000000001
16,3,0.9162399999999999
15,2,0.30063
14,2,0.37701999999999997
12,1,0.37416
12,1,0.5977
12,1,0.13853
11,0,0.08849
11,0,0.00508
9,1,0.56687
9,1,0.55777
14,3,0.36787
13,2,0.64904
12,3,0.6929099999999999
10,1,0.38475000000000004
9,1,0.16587
8,1,0.20632999999999999
13,1,0.5290699999999999
12,1,0.34326
18,2,0.89236
12,1,0.48220999999999997
12,2,0.40468000000000004
13,3,0.97717
13,3,0.8950199999999999
13,3,0.6040800000000001
16,2,0.6556399999999999
12,0,0.11393
13,2,0.6544599999999999
12,1,0.58721
12,2,0.9084399999999999
10,1,0.12505
12,1,0.65828
12,2,0.37704
12,3,0.90937
12,1,0.47942
16,2,0.8815000000000001
10,2,0.25187000000000004
12,2,0.24033000000000002
12,2,0.015269999999999999
12,1,0.12231
12,2,0.16693000000000002
12,1,0.57237
12,2,0.18186
12,1,0.50897
12,3,0.6616500000000001
12,3,0.19963999999999998
12,1,0.8422
14,3,0.6224000000000001
12,2,0.12180999999999999
12,2,0.5844
15,3,0.75587
12,1,0.12037
16,2,0.77618
12,1,0.12677
14,1,0.6811499999999999
18,3,0.80364
16,2,0.9539700000000001
